tweet,sentiment
i am hungry please deposit food here ,Negative
user aiaahh poor u  tell ur mom already,Negative
user wow that trailer showed nothing ,Negative
user yeah i know  that´s really making me sad when i think about it and i really do that every day ,Negative
thanks for all the  love   hope you enjoy this sunny saturday  tweet ya later ,Positive
user whoohoo thanks t ,Positive
user nope unexpected happenings  my sister arrived home so im gonna be spending time with her ,Positive
user also discovered that reheating flat bread on bbq is also excellent as it absorbs the moisture from the lamb ,Positive
cassies with user user having veal parm  http,Positive
lakers won the championship game joy smiles booyeahs all around  need i say more life is grand,Positive
shalala at user hizhouse ,Positive
its the weekend which means i get to work my other job three more days before i get a break but when will i be able to rest ,Negative
how why no fair how did you guys get your icons green and how can i do it  pouts,Negative
user lol the lesbian one aw no edies death is so sad ,Negative
user trending you say well theres tweetcannon   http,Positive
user whats wrong with dressing in fifties fashion ,Negative
im in love with my car lt3 ,Positive
flyer to promote  me mondays http  now with 100 less fanboi language ,Positive
user haha i dont like joe brooks i love joe brooks haha but i like your stuff too its pretty awesome  good luck,Positive
user thanks luck didnt work had an awful sleep  user thanks charlotte never happens tho lol  was yours good,Negative
getting hair done tomorrownawt exicted at all ,Negative
i miss twitter so much   i can only go online during the weekendsim missing so many updates,Negative
user lol you know i cant tell actually ,Positive
today i learned from someone who grew up in the 3rd world that homelessness in vancouver is much more prevalent that in his home country ,Negative
user sweet  they couldnt keep us apart forever  ,Positive
user i will have to go in a few minutes  x,Negative
user congratulations ellen on your 200000th audience members gogogoellen love u ,Positive
thank you so much for all the kind words  off to the champagne party again ,Positive
user money money money… its so funny… in a rich mans world… ahhhhhhhhh… ,Positive
sigh today is going to suck i feel it already ,Negative
  bathroom is clean now on to more enjoyable tasks,Positive
good morning  goin post on my blog seems like i abandoned him,Positive
ew at fat mexican kids hitting on me thinking im a lesbian ,Negative
user nice ,Positive
i miss talking with george and izzie  well really all of you ,Negative
user you know i was thinking that right as soon as i heard it i was like um from martin on the train to hell rite now gurl ,Positive
user haha i fell asleep last night but its ok im staying home today  haha,Positive
user  thankyou sweet thang  kiss kiss to you too,Positive
on my way to the lake with kendra amp the kids ,Positive
user im doing my nvq work ,Positive
noooooooo twitter is gonna be down at 2 ,Negative
suprises are awesome suprise party later on  yayness,Positive
user i miss you  come back to new york haha,Negative
user lol alright i have to see the goodiez hehehehe go lakers yao ming is out for the year with a broken foot  yay we got this,Negative
user thank u  i really believe it but unfortunately learnt it 2 late,Positive
user same here  no havent met anyone famous  but saw jb last year ,Positive
also true blood season 2 just started looks like tv is picking up ,Positive
my internet is being such a whore tonight ,Negative
a bit under the weather  boooo,Negative
chat chattingbored boring annoyeannoyinganooyed grrr sunday nothing to do  mall here i come,Positive
i am thankful for my sisterinlaw and her family for taking care of the babies this weekend such a stress reliever ,Positive
user thanks   hope you knocked out that homework,Positive
user                 ,Positive
power came back on a few minutes ago ,Positive
the book of love magnetic fields just a damn good song ,Positive
user nada muchoim at work still ,Negative
is washing all the sheets and blankets in the house today stupid flea ridden cat  dirty little flea bag ,Negative
having my first problem wthe pre touchscreen isnt working in some places and i cant hear people when theyre talking ,Negative
user so sad wish there could be peaceas cliche as that sounds ,Negative
user yesss  soo early and i was there till like 730 yesterday,Negative
going to bed hungry  i want to eat but then ill feel fat,Negative
getting ready to watch mtv movie awards good luck miley ,Positive
user i like to pretend the habs do but they dont ,Negative
user http  he is so yummy ,Positive
everyone follow user  lt3,Positive
user the simpsons ,Positive
i got one new follower today thanks for following me everyone ,Positive
user nasty i wont be making u any cupcakesssssssssss ,Negative
super sickit came out of nowhereugh ,Negative
user i take it ur watching the show on steveo too haha ,Positive
cant wait for conan june 1 ,Positive
ooohhh  okay  i get it now  welp  you got my opinion then  sorry im a bit slow at times ,Positive
lol ok after a quick break i is gonna skate again ,Positive
user oh haha then we can finaly see if its about miley i think amp hope it is ,Positive
its a madhouse out here they said thats the 4th fight already tonightoutside the clublol fire marshall just walked up ,Negative
has had a very relaxing day with chewy ,Positive
user hey you chgd up your pic on us now now im gonna look up that word ,Positive
user no problem ,Positive
im still waiting for somebody to tweet with ,Negative
user aww dang now i wish i preordered with apple instead of atampt ,Negative
 fine ill watch it i am so fking rad,Negative
sorry we were mia today but now there a bunch of new updates  check them out i think there pretty shnazy,Positive
user  theres a time when i had up to 14 charemail addresses i burned out on the rpg that required that sigh,Positive
getting a headache ,Negative
just  tbh,Negative
just christmas treed the latin final ,Positive
user but thank you for the theme  can you take a screenie,Positive
 ahhh drizzy mr rogers you are indeed the best,Positive
oh god last night was awful sam im so sorry i couldnt make it ,Negative
dosent feel well ,Negative
school at 8 tomorrow  goodnighty twitterverse and friends  xoxo,Negative
user and my stupid picture is too big lol i cant figure out how to make it smaller i jump off the page ,Positive
thinkin about watching quotsuperbadquot again ,Positive
my wife cuts grass for a livingstory of my life  im a stay at home wife,Negative
dad dragged me away from hp the musical to go to the mall  on the bright side hp merch lol,Negative
oops rectification the exact score was 62 a whole lot different ,Positive
user cant charge for it cause of the google maps conditions  otherwise id have to pay for a premium acct ,Negative
user oh no  i can never write until the night time  and by night i mean littleguyasleeptime,Negative
this hurts so much ,Negative
confused about twitter  everyone on twitter follow me,Negative
user let me tell u something chump lol jk but if u came around like twins shld u wld hv been had thm back  im jus sayin tho,Positive
user lol im still at work ,Negative
is w grandma connie amperica heading out to the ropes course were lost ,Negative
user user i did some of our spanish powerpoint jus to speed us up for friday hope thats okies  x,Positive
so angry i don´t know how to scan a picture ,Negative
user dude there was no doubt that carolina would whoop up and man they won every game by an average of 18 pointstill next year ,Negative
http  wahaha facebook primary ,Positive
user yeahuh ,Negative
user  hiya  i run a video  audio group with a few good artists check cpl my links to see our produce  ,Positive
user im pretty good about to lay it down in a sec  had a long day amp night  thanks for asking  and you ,Positive
london in 13 days and blink this summer ,Positive
hewph presentation is finally dead  yay fer progress,Positive
ive just realized how awesome it is to have a laptop where the screen doesnt fall off ,Positive
mornin world ,Positive
i wish user would update more ,Negative
user http  hahahah made me laugh  i was feeling a little bad but this made it better  phantom bahahahaha,Positive
user hey what up ,Positive
at briannas house ,Positive
working  wish had had my baby trenton here,Negative
user hope that it doesnt completely ruin your moodstay smiling ,Positive
user me too its soo cool ,Positive
sad im meeting so many great people in atlanta that i will probably never see again ,Negative
user yeah it can be it sometimes pulls all my eyelashes out aswell ,Negative
im sick  damn gradnite and lack of rest for waking up early today,Negative
everyone pick up the junejuly issue of michigan ave mag on sale now  jeremy piven looks super sexy on the cover ,Positive
my low blood pressure almost ruined it but i had a looot of fun today ,Positive
just got done with user s graduationcongrats love ,Positive
im sitting in the car in the rain waiting for my sisters softball to be cancelled ,Negative
also not excited that i seem to have a head cold   ,Negative
user ill bring you some if you tell me what brand ,Positive
user lucky you ,Negative
user it sucks that its 21 and over or else i would have been there   ,Negative
user pleaseeeeee give me a beta keyyyy ive bewn a betatester for so many games ,Negative
big storm iin wikieup right now in case anyones wondering  hah,Positive
user have fun with and learn fromthats a beautiful thing ,Positive
user aw reali lol xd im gd thnx  xxxx,Positive
user i feel you love itll be ok bt yea text me ,Positive
i am feeling very lonely right nowmissing the ex  sighh i so want to text him but i know that that would be a bad move,Negative
had fun at dinner with user and user but that hurricane drink gave me a headache ,Negative
user really miss this one person she knows she isnt suppose to be missing ,Negative
gotta get up early  thats my least favorite thiing to do,Negative
user i hope you have a blast on your tour d   your amazing  too bad your not preforming in to    your awesome ily,Negative
user  hey you ,Positive
user ha too true  thanks,Positive
user there allways is photoshop ,Positive
user the video is so good good luck ,Positive
user orders arent ready there that early  i will have to get them tonight  ,Negative
user  user doesnt know that i am a thinker ,Positive
user i wish i was going with you ,Negative
staying at home today looking after my poorly baby  hopefully he will feel better soon,Negative
i have had this headache in my eye for 2 days now   o well tomorrow is gonna be such a good day,Negative
daddy  its half price malaysian  singapore surpriselets go 1 ,Positive
burnt finger  im such a baby with pain lol,Negative
missed my daughter sports day  rubbish parent thought it was this afternoon but instead at 930am ,Negative
user http  this is so funnyy    lovee you guys so muchh xx,Positive
no more cruise ship or ayhan  but we are checking into the hard rock hotel and this thing is a beast,Negative
http  i want these shoes ,Positive
user  my girl user is right  if we arent twatting our hearts out to u on here we are dreaming of u in bed ,Positive
user im doing good barley how are u my tuesday has bn a little boring bol mom wasnt home 4 most of the day  how was us,Negative
i keep getting on to twitter  3am and then realize that no one else is posting boo  guess i will get back to my homework,Negative
user yes of course one has to be knowledgeable on various things in life amp put them into action if required ,Positive
listening to ring of fire by johnny cash and talking to sam with sharissa ,Positive
user  welcome to twitter  its really cool that you are here greetings from viennaaustria ,Positive
transformers 2 and harry potter 6 mustwatch ,Positive
where did my confidence go ,Negative
user maybe try tweetdeck it also has filter options if youre tired of ae and ln ,Positive
just waking up how great are sundays out for brunch with axelle  happy little camper,Positive
user  i just havnt been able 2sleep at night here at alli only get tired during the daywhen its nightime in la tried it all,Negative
so the is here its finally here but ive yet to have a copy in my hands ,Negative
after one week on this new job one of the managers came up to me and said quoti heard you did a pretty good job last weekquot   me likey,Positive
user late reply but yes quotin tent cityquot ,Positive
my comp wont let me log in to twitter ,Negative
moms graduation party  be on later,Positive
http  my flies lice looks perfectly fine and it tastes good ,Positive
officially starting 1st road triip of this summer ,Positive
this has been a veeeery slooooow monday     going home    yee haaaaa,Positive
user sweet will try to figure out venue situation perhaps we can get more people on board user user user others ,Positive
lovely lunch in ye olde pub in east meon stuffed so no room for pud ,Negative
essays essays essays mixed in with some fun too of course ,Positive
user wellll all school kids returning from melbourne have to stay home for 7 days kids missing school photo tmr ,Negative
 still feeling bad about being compared to another girl just cant get over it ,Negative
user well you know i do try ,Positive
trying to make an account for oceanup but its not letting me  help,Negative
user ha yeah it reminds me of myself cute hahaha kidding ,Positive
what a mess time to clean feels good especially on a saturday  ,Negative
ah twitter wont show my picture  ohdearyme well i guess im signing off for the night,Negative
pleaseee stop the rollercoaster  ,Negative
im swag surfing on my way to work ,Positive
studying for law was super productive i lost my debbie card ,Negative
user  i am going home early  still have a stack of unread books ,Positive
user eat lol xoxo ,Positive
making a bland dinner anyone want some ,Positive
preparing to write and send a sympathy card to one of our chamber members who lost her 45 yearold husband   so sad ,Negative
user great hope urs is going well too   im still a lil sleepy tho so ima go back to bed for ab an hr b4 i have to be  work ttyl,Positive
user yes you are right actually now there are more here maybe it was also the early morning ,Positive
my legs are sooo sore  i hope i can sleep the soreness awaynow im hobbling like an old lady lol,Negative
user user i could go for some lulus or slanted door right about now  tomorrow is the farmers market right,Negative
http  i miss the sea ,Negative
felt so nice sleeping in today much needed not stoked i have to go to work for about 2 hours on a sat though ,Negative
http  designed by the daughters of rev run the legend and inspiration of cool ,Positive
tired  yawn,Negative
user ok i think i did it again  sick stomach luv ur music since ny min luvr not hater not stalker fan yet not crazy fantype,Negative
transferring 368558682 photos is annoying i want to watch up ,Negative
cant get paid in a earth this big u worthless kid cam dont deserve to live user  that used to be ya shit lmfao,Positive
user sorry ,Negative
i hate doing inventory ,Negative
still waiting for the user update apple are just being plain nasty now ,Negative
missed the apprentice  serves me right for swingin on that star,Negative
i hated michiru because i wanted haruka ,Negative
looking for affiliates http the visualization tool at the bottom of the page is well worth playing with ,Positive
user anything up ,Negative
sometimes i feel indy cool and other times i feel so not indy cool ,Negative
user aw not at all  i havent seen you in awhile this must changee,Negative
user hell yea but i live too far and everybodys drunk ,Negative
good morning chelsea fans it is a chelsea blue day  some essential breakfast readingviewing  http,Positive
user yes  i like that version too ,Positive
and it is meeting time yahooooo ,Positive
sorry user but im voting for user for web star ,Positive
user no didnt meet them  but was basically like on top of them and touched joes hand ,Negative
i just had a boring day but i was hangin out with my bestiez lt3 so thats the main thing  went shopping and found bday prezzi 4 my bro,Positive
watching quotcuring mouth ulcers using coconut oilsquot on youtube hope to find a way to get rid of my mouth ulcer ,Negative
just woke up thanks watched loads of family guy last night cant wait for the new stuff tonight ,Positive
just got off the phone with sarah our first call with her in va im already crying like a baby ,Negative
user whats up thanks for the followchi city is my home away from home im gonna miss the taste this year ,Negative
user ah i dont want to  ill miss you lots and lots dont forget me,Negative
user yep had my 2 days off now 87 8686 yuk will miss the sun  x,Negative
user hey whats wrong  i wont be able to make it to the show on june 22nd show no money and no ride d or i would be there,Negative
does anyone want to buy me taylor swift tickets i just want to take my sister and i didnt win them on the radio ,Negative
ft greene back yard social event ,Positive
» learning for the 2 tests tomorrow  i dont wanna learn i need holidays,Negative
omg just lost my phone ,Negative
lessons food  how to make garlic bread jami http  little bit over did its black stone bread ddd,Positive
user i think you really should let ewens megan fox idea go through  thats just unfair otherwise ,Negative
 today is the day and i enough know if i should be happy they getting pulled or sad im going to be in pain,Negative
a little bummedour beach baptism got rained out    god is sovereign though so i will simply trust his loving heart,Negative
watching spongebob squarepants  ,Positive
user good stuffwhats work lookin like this week im in monfri not lookin forward to it lol i prefer it when i get weds off ,Positive
off toget a new headset  not  that  any  body  talks  to me  ,Negative
user  trust u to pick the devil lol ahhh satan run ,Positive
just watched stephen kings quotthe mistquot  what a sad movie at the end ,Negative
user who ever wants to listen ,Positive
user at home ,Negative
user yeah no line on the horizon was pretty badtheir medium rare and remastered is even worse ,Negative
im being made to watch jeremy kyle ,Negative
cant sleep tummy hurts  ouch,Negative
user aw  hope you find that cookie,Negative
user where in on ill be there in 4 weeks to shoot ,Positive
user 4 years tuesday congrats ,Positive
user great looking couple get bigger discounts ,Positive
user whats good ma having a good sat ,Positive
user  lets hope so,Positive
watching gossip girl http 1612947 ,Positive
ok where the hell is user tonight how dare she have a life ,Positive
user ad impossibilia nemo tenetur ,Positive
i want to fangirl over the vintners luck  im reduced to posting on the imdb forums rolls eyes,Negative
user this is the first year ive watched it properly so all looks very interesting to me ,Positive
user i watch some pictures on me and edward ,Positive
user booo i blame the rain and the 3day th sched ,Negative
user im short too  i wish people said i had nice legs cause im always worried about them so i hide em we need looong sats legs,Negative
quotgood morning sunshine the earth says helloquot johnny depp as willy wonka ,Positive
user lol thats awesome i was promised that when mine was taken it was being put in a safe place it was so thrown out ,Negative
user uh tell me bout it xd the tudors without james frain is gonna suck  and still i wanna see charles and henry suffer xd,Negative
user ok  now only if they had did quotdirty dawgquot on this tourlmao,Positive
oh man my stomach is giving me a hard time right now   thebends,Negative
user awwww man  this blows,Negative
head hurts i really need to sleep more contract ,Negative
user this is the pits   i cant get into the game ,Negative
user oh lol ill do my best ,Positive
user wave i miss ff cant go on it until a complete one bit of coursework  how r you xd,Negative
our national day here today been out and watched the parade waiting for the turkey now ,Positive
user uhohi agree ,Negative
cant believe it is already june half the year is just about over ,Negative
ac broken and need replacement  ,Negative
ending the night with some bob marley and then heading to bed waking up in only a few hours  well see if i actually get up ,Negative
no bears  bad times,Negative
good night all ,Positive
user toms aways been my fave  lol xx,Positive
in the car ,Negative
day 1 without seniors ,Negative
conan on the tonight show woo hoo so far so good ,Positive
user oh i will babe thanks  you too xo,Positive
user i was also born in 1987 ,Positive
user im doing great  actually i just finished updating my blog,Positive
i want to get a site up just to upload all my demo sitesahem user ,Positive
user thanks thats what im going back to ,Positive
everyone just got all tearyeyed ,Negative
today i was looking at emmas dance recital booklet and one girls last name was christ what if the parents had a son and named him jesus ,Positive
drinking the best smoothie ive ever hadddd wif ashley ,Positive
need excederin ,Negative
is upsetprolly gunna be stuck home all dayyay spring break ,Negative
is ready to go home and sleepi think i might have the flu again  anyone want to come mow my lawn today,Negative
ive gotta go to work in an hour it wont b done ,Negative
waiting for another fun day with the gays  just woke up about to get ready,Positive
user she deserved it so much more than ashley ,Negative
old strongwilled blended with new spirit yeaaaay ,Positive
user lol mel omg i was totally wasted i dont even remember the show lol i passed out on the way home lol i hurt all over ,Negative
user i just flew this morning but it wasnt long enough that i got to sleep alot  where are flying to back home lt3salt3,Negative
worst stomach ache ever ,Negative
user post name of first pet amp street you grew up on  for  http,Positive
user tho in my defense i do understand abit of that  yay,Positive
user im sad that i cant hang out at the 21 and up spots with yall ,Negative
user sweet dreams o you did good with your quottweetsquot ,Positive
sick kid  lots of qt with my couchbed today,Negative
user im sorry my tweet ,Negative
user youre supposed to add all your folloers like a pyramid game ,Positive
user oh emile lt3 i love that movie but its so sad ,Negative
baby cam has an ear infection ,Negative
good morning around second coffee behind me and now i have to start the quotbelovedquot houseworkok we will do it ,Positive
user noooo  youre leaving too fast,Negative
time to channel my twitter energy into some serious biz plan creation for my favorite client back in a slow flash ,Positive
anyone have a super nintendo controller they want to sell me mine broke ,Negative
user   term limits term limits term limits  ,Positive
i hear clapping yep im home  i miss you  http,Negative
tired  why people are bad with me in their twitt ,Negative
ahaha worked out after working out  wtf why do i have so many followers,Positive
user what are you trying to do to us now theres going to be another tour in the near future  whats up yo ,Positive
user are u in ca now did u feed the koi b4 u left i hope so i can take care of them while ur gone ,Positive
my car is poorly again ,Negative
twittering on a pause we have machines slurping bits into themselves whoa ,Positive
user  very inspiring today ,Positive
user wohooooo   lt3 love you ,Positive
happy mothers dayyy  i need to go to best buy and get my computer fixed ughhx2,Positive
cant get on to ltdf ,Negative
not a single word nor breath ,Negative
wifi is up and down at   probly no live blog after all ,Negative
user who knows maybe she has changed  and niley is not officialy back they are really good friends i think,Positive
user you gave a good speech at the breast cancer for revlon for women today ,Positive
user and i love u too son son wit ya lil ass ,Positive
i guess i should add im thankful to have a job but still id like to stay home ,Positive
user yeah  ive spent more than i should have but i never spend my money but its just a lot of ,Negative
user oh ,Negative
bored going to tesco soon with the motheri want more hair dye ,Positive
this sucks so bad it was sunny when i got up and now its gonna rain again ,Negative
happy birthday to my most favorite person in the whole wide world love you ab ,Positive
having a weekend away  met a massive dog called frank  http,Positive
user chicago born and raised i miss it so much i moved like 100 miles east of thereto expensive to live there  and i got cont,Negative
user what i missed your bday sorry  i just got the dm w the address ok will mail it tomorrow,Negative
user you know its never sunny here actually in the summer holidays right its how us locals like it  heheh only joking,Positive
ezra looks so much better today ,Positive
user way to spread the word  ps were going out for drinks once i get back to la,Positive
happy to help user    http,Positive
from my blackberry i cannot see who my followers areugh  but i just want to tell them hey,Negative
eating noodells yummmyy ,Positive
just got in to philosophy absolutely dread this lesson  xx,Negative
user  i found that one but i found a really good one haha i just dont usually listen to live versions,Positive
user  fucking webcamera ,Negative
twitter were buying a house today  if anyone is free this afternoon we may need your help,Positive
i just get uplast day of vacations gotta get back to school now ,Negative
exams will be the death of me ,Negative
random q what the worst thing youve done in school ,Positive
user sigh ,Negative
i didnt get my trophy for the fivekthe guy said beth lowell instead of meredith loweodd but happy ,Positive
im finally home from work ,Positive
 it has been pretty decent seeing the faces that make neighbors more like families,Positive
user ha since when is he mine  im actually over him over all my music can you zip and send me something good xxx,Positive
last day user    retweet  a yummi pic of me user amp user  http,Negative
user now see how lovely vancouver really is in the summer  this is how its supposed to be ,Positive
the blueness never took a backseat  i really need a break from thinking doing just being awake in general,Negative
user force anyone or wants the whole world to convert without actually wanting to ,Positive
me em and mi are sitting in the sofa on my hotelroom we have nothing to do ,Negative
user nubloomorg ,Positive
moving the end of week sigh means ill be offline for a little while at home too ,Negative
user you mofo your a tard  ilyy oii so are you free tomorrow lovexo,Positive
user well you had to click on quotplayquot but the chat is already done ,Negative
rain delay being held at camp  ,Negative
doing homework ,Negative
user ive been trying to create a good image but they all look too cheesy or should i say quotsyrupyquot ,Positive
user agreed i tweeted jeff sayin congrats seconds after he won then apologized after ,Negative
my feet hurt ,Negative
up early to get a run in before my girls 8 am bball game isnt bball season over ,Positive
user ask for a pair of noisecancelling headphones ,Positive
playing some poker in a while ill go to bed thursday is holiday  ,Positive
 i go hard and stay hard like viagra ,Positive
hmmmmthunder and lighting with a green backdrop i am thinking massive tstorm with possible tornado  think i better power down ,Negative
user oooh see you there ,Positive
next time you that feel like crying next time you dont feel like trying just remember hes right there  ,Positive
were on twitter ,Positive
user user  hoorahhh its settled  ill have my people call your people ,Positive
good monday morning everyone smile ,Positive
user sorry  thats just my opinion im not saying that i dont like him just that i expect a little more especially from him,Positive
user well always have the hawks  and fun chi baseball arguments never hurt anyone,Positive
user im glad you got some satisfaction out of it ,Positive
user hey pawww yeeep yung get caught album sa multiply ,Positive
user fck i missed you on nova ,Negative
im a bit confused lost followers but cant remember who  got new ones and number still down hmm oh well ,Positive
user so sorry rosie  my buddy ryan just lost his cat today too  ,Negative
          xox,Positive
user yah i guess dream catchers only work for so long time to get a new one for me you dhotkd try it ,Positive
user its so so easy to switch in and out and im not good at sticking with things so i like change often ,Positive
miss you too 42 more days  user,Positive
last weekend was yrl uspsa match big fun but this weekend is just work ,Negative
has landed in atli love this city  now 2 find the rbma folx get 2 the hotel amp see about a disco nap,Positive
user user the good shows always get canceled ,Negative
been so busy doing not much of anything in particular ive just realised i havent eaten since breakfasteating lollies now ,Negative
last day at my beach house ,Negative
depressed seriously have no money so theres a 99 chance me  user are not going to see miley in december ,Negative
user bah you are a fancy babysitter ,Positive
huffstill running on my geography project ,Negative
user no ive been up all night  ill nap soon my sleep is off ,Negative
user haha too long just joking  how is your finals is all your work done,Positive
im feeling dizzy right now ,Negative
lt3 historia mundi it was worth the long drive and being dead tired sadly lost my knife ,Negative
trying to startmy e mail account infomobilelaibspeisede    does not work ,Negative
holy shit og is closing down  ,Negative
why do i still care i should be happy with my life right now and i am dont get me wrong but i still feel hurt and a lil broken ,Negative
so i hate tuesdaysi have dis long ass breakughh my next class starts at 115 ,Negative
im fat im so effing sore from braveheart for reals ,Negative
wow there are some confused birds near my windowdo they not know what time it is ,Negative
user soooo um user never replied back to the tatted pic i sent him im a lil disappointed  still a fan though,Negative
user poor baby indeed and poor mama   let us know how she is,Negative
had fun times at georges bday bbq now looking forward to going swimming whoop ,Positive
user  hopefully it wont stay long,Negative
user is in malaysia well im 1586789 miles away from kl so  bummer,Negative
i feel sooo bad gosh i can see why he wouldnt want to talk to me anymore ,Negative
wow we were busy today we met all of our deadline yeah but we missed   now were gonna catch up yeah,Negative
school  night sucks i wanna go out n play ,Negative
visiting kates mom  some poor woman tripped on a caution sign walking out of the bathroom iiironyyyyy xd,Negative
user im sorry the fountain raped you i bet you feel so violated  when are we going to bahamas again,Positive
night as well text my self since no ones texting back ,Negative
user  the gg website doesnt work here either ,Negative
out to dinner with my dad ,Positive
user i love a bit of the old gene genie ,Positive
user thats fucking great ,Positive
i was like why the hell can i hear andre then i was like oh my music stopped playing all is better now ,Positive
user  cooltransportingfeeling france ,Positive
just wrote a post on a huge chocolate malteser landing in lanzarote oh ok then its actually new radar but it does look like a malteser ,Positive
user is so charming i like how he keeps saying the wrong thing to me  it makes me smile,Positive
user thanks lady i hope to see you tonight if not lets plan on getting drinks soon ,Positive
very uncomfortable with this 100 pound box on my leg  but kings od leon makes it better ,Positive
does anyone have anything positive to say about hoas  yes theyre the enforcers but arent they also protectors wheres the love ,Positive
drinking with the girlsfun times for sure ,Positive
user looks like you all are having so much fun a reunion is in order dont you think  ,Positive
your mom  tell her i said hi   lol  ,Positive
user hahahaha well my morning started off slow but you def just made it a lot better ,Positive
my dad found two little birds in our plants and they cant move  poor birdies,Negative
user damn you dream about mario i wouldnt be able to sleep either ,Negative
i cant seem to visit techpowerupcom  im deprived of hardware news,Negative
user laugh it up hope the revisions going well ,Positive
user wtf i want to do the artshow too  tell abe he needs my talent to throw paint on walls,Negative
user poor youget to post and it disappears ,Negative
loves shopping when its not my money ,Positive
user   disarm  indeed poetic ,Positive
cant wait for pizza glad ufc is over ,Positive
user thanks again so much ,Positive
user rude rude rude  i would cry if i were banned from neopets  ,Negative
user the npr contest is only open to people in the us ,Negative
user whooo baby good luck ,Positive
i cannot plurk in plurk hahaha lol ,Negative
oh i wanna go to the park bike but my mother doesnt ¬¬ but i think topshopl or maybe feria del libro everything after homework ,Negative
ahhh another day in paradise goooooood morningeveningnight to you all ,Positive
good morning ,Positive
user thanx 4 all the info bout moaia hope all you said become in a powerfull album ,Positive
user hope the gig goes well have a good sunday in what is left of it ,Positive
i missed a 21st party due 2 exams  sucks,Negative
user davids  my technique worked well omg ,Positive
need to make lunch for kids  but eyes are constantly watering and im sneezing and stuffy  not feeling very well today ,Negative
hanging out with dan and brian in my room for my last night ,Positive
user glad to hear you enjoyed the bt home hub connection ,Positive
user a lot of us across europe are expecting that justice is done ,Positive
user wow thats a lot of stuff  good luck and have fun on your first day of rotations  i want to hear all about it  ,Positive
user lol i can recall the first time i did that feeling the same way the lightbulb moment ,Positive
user many people have blinds or other window coverings of a neutral colour i dont like curtains myself but i am quotcontrolledquot ,Positive
user thankssss  mwah,Positive
greatly relieved that erin is getting better but now thoughts are with jack these poor kids ,Negative
ugh just got home and im gonna have to leave again in like 10 mins  work is gonna suck  ,Negative
user didnt bradie go to atl lastnight i thougth he did ooops ,Positive
my modem has been offline for a week now god bless the 3g network tim just left again may schedule has been brutal ,Negative
talking to harlee on aim wishing ti had weed ,Negative
q3 on tutorial 4 is impossible  am not going to do q4 until after i tackle tutorial 5,Negative
user hugs you have pictures of it though ,Negative
everything hurts ,Negative
user listen they are epic ,Positive
cant get enough of taylor swift and miley cyress caps too many little girls losing their hair ,Negative
wth im missing kuya busoy our best and cool service driver at school aww ,Negative
hows everybody this fine sunday you all hangin in ,Positive
user why does love always feel like a battlefield jordini love it and you ,Positive
exhausted but bestie and little didnt know how to get to reggies so im here with them they had to come wake me up to bring me  so tired,Negative
bored tired and need to clean  x,Negative
yesssss 78 life is good ,Positive
user lol just got the tweet ,Positive
loves going to the hardware store  http,Positive
huzzah i am finally at a computer uhm now what i miss my computer ,Negative
i have peep jousting pics i just dont know how to post them either ,Negative
user a company cant be benign by nature ,Positive
user im with you ,Positive
sunny day and i have to study ,Negative
user thats bad ,Negative
user i miss you toooooo  cant believe youre gonna be so far away from me in a few weeks ,Negative
godd i have no bloody idea what im doing  but i like it ,Positive
user are you there for the long weekend ,Positive
user oooooh annnnnddstriiiiike treeeee ur out buddyu only had 2 wait 24 hrsone day tsk tsk tsk im disappointed ,Negative
still waiting for the replacement server from the quotpreferredquot vendor going on three weeks now ,Negative
at least she looks fantastic im bored out of my fucking skull looks like the ladies want to kill me with their looks because im here ,Negative
user aww so u feel my pain huh  i mean i came back up but its all dunks amp forces now amp some 1s,Negative
i would love a morning cocktail  yummy,Positive
user came down for a game in feb vs o city  you played great  fun to watch ,Positive
good news is that its almost the bank holiday weekend bad news is that im working tomo ,Negative
longwood im just nice ,Positive
1 hour of block timetable left today  dnt go bk till wednesday,Positive
http   hate when my parked car gets hit,Negative
user thats what im talking about ,Positive
spent last night in jail spanish laws are stupid i cant even kick a neighbor who invades my home and no comm with the world ,Negative
user pacquiao ko him out nasty righti won money  wuts up mann,Positive
and technically this is a horror related question since the document is an essay on the toolbox murders  ,Positive
think i am giving up on ms twitter  there is no end in sight amp im almost out of top 20 goal,Negative
a raining day in my last day in coventry ,Negative
cant sleepim upset that i missed my husbands call  watching the crow hopefully ill fall asleep,Negative
user user alas i am falling asleep ,Negative
its raining  going to look for jobs today,Negative
user  you make me smile,Positive
made the worst dinner tonight seriously it was an awful mess couldnt eat it yuck now im hungry ,Negative
awake far too early thanks allergies ,Positive
user so sorry to hear about your dog ,Negative
user oh and i still maintain that i am not selfish or stupid for not wanting to see ads ,Positive
dying to lose weight ,Negative
off to old ebbitt grill for the day  yep  started bartending there on weekends day  come visit  ,Positive
not feeling too great ,Negative
redoks titrasi hidrolisis elektrolisis piece of shit ,Negative
user cant get my pic to load  ,Negative
user il give you a lap dance tomorrow ,Positive
lol  i am too but sad thing is that i cant find my cube ,Negative
user i hope you feel better ,Negative
user i got blocked by user did i do ,Negative
leaving home is always so hard ,Negative
just watched the new moon trailer again bring on november ,Positive
user if you can do it in 140 characters ,Positive
user yeah lost was definitely a play on emotions  and now whats going to happen  i dont want to wait   lol,Negative
should really go to bed got to get up at 6 tomorrow ,Negative
