,headline,topic,sentiment
681,WATCH: Rep. Sheila Jackson Lee declares Trump’s budget cuts are “slavery” because minorities will be encouraged to work,Trump,neutr
682,Yang: ‘I Can’t Believe I Lost to These People’,Yang,neg
683,WATCH: Warren boasts about taking HALF of broke college student’s savings for campaign,Warren,neg
684,"RED SCARE: Bernie Sanders Wins New Hampshire, Takes Command of Democratic Party",Sanders,pos
685,Audio: Mike Bloomberg Tells Aspen Elites ‘All the Crime’ Is in Minority Areas ‘Throw Them Against the Wall and Frisk Them’,Bloomberg,neutr
686,Trump Flies Unannounced To Dover AFB After N.H. Rally To Pay Respects To Two Soldiers Killed In Afghanistan,Trump,pos
687,"""WATCH: Harrison Ford Calls Trump a """"Son of a Bitch""""""",Trump,neg
688,Utah GOP resolution would demand Mitt Romney support Trump or vacate his seat,Trump,neutr
689,Report: Michael Bloomberg Paying Social Media Influencers to Make Him ‘Seem Cool’,Bloomberg,neg
690,DOJ Has ‘Established An Intake Process’ To Review Biden-Ukraine Info From Giuliani,Biden,neutr
691,Melania Trump Preparing for Larger Role in 2020 Campaign,Trump,unk
692,Sanders Calls Medicare for All ‘The Least Disruptive Approach’ (VIDEO),Sanders,neutr
693,Trump’s Manufacturing Jobs Record Is Even Stronger Than We Thought,Trump,pos
694,WATCH: Dem senator still in denial about Trump’s acquittal slapped back to reality by ... CNN’s Wolf Blitzer,Trump,neutr
695,WATCH: Warren Suggests Blacks Only Matter To Democrats During Elections,Warren,neg
696,Republicans raise $117 million throughout Trump’s impeachment,Trump,neutr
697,Pete Buttigieg Argues for End of Electoral College After Iowa ‘Victory’ Without Popular Vote,Buttigieg,neutr
698,Sanders Dodges on Unfulfilled Promise to Release Medical Records (VIDEO),Sanders,neg
699,WATCH: Joe Biden calls a young woman voter a 'lying dog-faced pony soldier' in New Hampshire,Biden,unk
700,WATCH: Susan Collins Calls Enraged Voicemails She Received ‘a Sad Commentary’ After Voting to Acquit Trump,Trump,neg
701,"'It was all bulls**t': Trump hits Romney, Democrats, and Russia probe in post-acquittal victory speech (VIDEO)",Trump,pos
702,"Man Deliberately Rams Vehicle Into GOP Tent Full Of Volunteers, Trump Responds",Trump,neg
703,"WATCH: Bernie, Buttigieg, Biden Lash Out At Trump For Killing Top Terrorist Soleimani",Buttigieg,neg
704,"WATCH: Sanders Declares Victory in Iowa, Claims Media Are Distorting Results",Sanders,neutr
705,WATCH: Democrat Pete Buttigieg Refuses To Disavow Infanticide,Buttigieg,unk
706,White House Confirms Trump Has Killed Two More Top Terrorists,Trump,neutr
707,Senator Warns Biden Could Be ‘Immediately’ Impeached If Elected Because Dems Have Opened Pandora’s Box,Biden,neutr
708,IOWA RESULTS: Buttigieg (Kind of) Won. So Did Bernie. Warren Persisted. Biden Definitely Lost.,Buttigieg,pos
709,IOWA RESULTS: Buttigieg (Kind of) Won. So Did Bernie. Warren Persisted. Biden Definitely Lost.,Warren,neg
710,Biden admits IA ‘gut punch’ - as he plays to ‘two rows’ of supporters in NH (VIDEO),Biden,neutr
711,Ex-Spokesman For Romney Campaign Says Trump Guilty Vote Was ‘Motivated By Bitterness And Jealousy’,Trump,neg
712,WATCH: Biden blames Trump surrogates for botched Iowa caucus count,Biden,neutr
713,WATCH: Biden blames Trump surrogates for botched Iowa caucus count,Trump,neg
714,Biden Threatens Lawsuit To Halt Release Of Real Iowa Caucus Results,Biden,neutr
715,WATCH: Trump Won’t Shake Nancy Pelosi’s Hand at State of the Union,Trump,neutr
716,Al Sharpton Slams Trump for ‘Mocking’ the National Anthem With ‘Fake Conducting’,Trump,neg
717,Trump honors one of the last surviving Tuskegee Airmen during State of the Union address,Trump,pos
718,"AOC announces she won't attend State of the Union, 'normalize Trump's lawless conduct'",Trump,unk
719,"Bloomberg ‘Fuming’ Over Trump’s Attacks On His Height, Already Has Revenge Plan, Report Says",Trump,neg
720,Donald Trump: ‘Little’ Michael Bloomberg Wants a Box to Stand on at Next Debate,Bloomberg,neg
721,Never Trump Republican Bill Kristol comes out of the 'political closet' and declares he's a Democrat for now,Trump,neutr
722,Bloomberg Enjoys Armed Guards While Fighting to Disarm Americans,Bloomberg,neg
723,Jill Biden: Donald Trump’s Attacks on My Kid Are ‘Disgraceful’,Trump,neg
724,Steve Hilton: Why is Trump hounded while Biden's alleged corruption gets a pass? The 'Swamp' knows,Biden,neutr
725,Adam Schiff Warns Donald Trump Could Give Alaska to the Russians If Not Impeached,Trump,neg
726,"New poll finds Trump at record highs and more liked than Biden, Pelosi, and Schiff",Biden,neg
727,"New poll finds Trump at record highs and more liked than Biden, Pelosi, and Schiff",Trump,pos
728,Nasty Biden Fumes at NBC News Reporter for Asking About Hunter Biden: ‘You Do Not Know What You’re Talking About’ (VIDEO),Biden,neg
729,Trump Lawyer to Schiff’s Team: You’re Conducting ‘Massive Election Interference’ And Americans Will Make You Pay (VIDEO),Trump,neutr
730,"Major Iowa newspaper endorses Warren, says she will 'treat truth as something that matters'",Warren,pos
731,Mike Bloomberg Offers ’60 Million’ Latinos: $15 Per Hour Plus Mass Migration,Bloomberg,pos
732,Top Democrats fume after Trump expands travel ban to six new countries,Trump,neutr
733,RNC Chair: Polling Suggests Trump Is in ‘Good Shape’ to Win Re-Election (VIDEO),Trump,pos
734,"CPAC takes action against Mitt Romney after voting for new witnesses, evidence in Trump trial",Trump,neutr
735,WATCH: Rand Paul Says President Trump Would Be ‘Going Against The Law If He Didn’t Investigate The Bidens’,Biden,neg
736,WATCH: Rand Paul Says President Trump Would Be ‘Going Against The Law If He Didn’t Investigate The Bidens’,Trump,neg
737,Senator Hirono: Trump ‘Believes He Is King Now’ - ‘I Think Our Country Is in Great Danger’,Trump,neg
738,Dem leaders signal they won’t accept Trump acquittal as legitimate,Trump,neg
739,Trump Takes Out Another Top Terrorist In The Middle East,Trump,pos
740,Warren: My Secretary Of Education Will Have To Be Vetted By A Trans Child,Warren,neutr
741,Dave Chappelle: 'I don’t look at Trump supporters as my enemy' (VIDEO),Trump,neutr
742,"Pelosi argues Trump 'cannot be acquitted,' suggests defense team should be disbarred",Trump,neutr
743,"Bernie Sanders Plans To Sign ‘Dozens’ Of Executive Orders To End Immigration Enforcement, Close Prisons, End Exportation Of Crude Oil",Sanders,neutr
744,"Swing-vote GOP Sen. Alexander comes out against witnesses, paving way for imminent Trump acquittal",Trump,neutr
745,Michael Bloomberg Pays $10 Million for Super Bowl Gun Control Ad,Bloomberg,neutr
746,Alec Baldwin: Trump’s Impeachment Centers on a Hate Crime. He Hates the Constitution’,Trump,neg
747,Gabbard’s Lawyer Says Clinton Is Too ‘Intimated’ to Be Served Defamation Lawsuit: Report,Gabbard,neutr
748,WATCH: Jill Biden plays to tens next to pool table in Des Moines gay bar,Biden,neutr
749,Dem Senator: Hunter Biden Is a Relevant Witness (VIDEO),Biden,pos
750,"Bloomberg: Transgender Rights Should Include Federally Funded Sex Surgery, Housing Based on Gender Identity",Bloomberg,neutr
751,Warren Can’t Name Any GOP Senate Colleagues With Character (VIDEO),Warren,neg
752,"Trump Signs ‘Cutting-Edge’ USMCA, Says the Future Will Be ‘Raised, Grown, Built and Made’ in the US",Trump,pos
753,Ex-Trump aide Carter Page files suit against DNC over dossier: ‘This is only the first salvo’,Trump,neutr
754,"Joe Biden Suggests Making Michelle Obama Running Mate, Appointing Barack to Supreme Court",Biden,neutr
755,"'GAME OVER,' Trump declares, as old Bolton, Schiff videos surface amid Senate impeachment trial",Trump,neutr
756,Poll Gives Trump Best Economic Rating in Almost Twenty Years,Trump,neutr
757,Trump Admin Says Israel Has Accepted Plan for Palestinian State,Trump,neutr
758,Biden to Iowa Voter: ‘Go Vote for Someone Else’ (VIDEO),Biden,neg
759,"Trump lawyer calls Bolton book 'inadmissible,' as defense team wraps impeachment arguments",Trump,neg
760,Ossoff: We Need to Beat Trump Backers So Badly They Can’t Show Their Faces in Public (VIDEO),Trump,neg
761,Trump on Virginia: Gun Confiscation Not Happening on My Watch,Trump,neutr
762,Warren Endorses Prosecutor Who Dropped Charges Against Jussie Smollett For Fabricating Hate Crime,Warren,neg
763,Joe Biden’s Sister Valerie Sent Millions of Joe’s Campaign Dollars to Her Own Consulting Firm,Biden,neg
764,Massive crowds form for Trump's New Jersey rally amid impeachment fight,Trump,pos
765,Biden Blasts Trump as the ‘Worst Possible Person’ to Handle Coronavirus Outbreak,Biden,unk
766,Biden Blasts Trump as the ‘Worst Possible Person’ to Handle Coronavirus Outbreak,Trump,neg
767,MSNBC Anchor: Everyone’s Drawing Huge Crowds in Iowa Except Biden (VIDEO),Biden,neg
768,Elizabeth Warren’s Daughter Amelia Piggybacked off Mom to Cash In on Corporate Contracts,Warren,neg
769,CA mayor unilaterally ends Pledge of Allegiance over ‘disdain for Trump’,Trump,pos
770,BIDEN: Trump impeachment trial ‘because he’s afraid to run against me’ (VIDEO),Trump,neg
771,"Pam Bondi Lays Out Case Against Joe Biden, Hunter Biden, Burisma",Biden,neg
772,WATCH: Harvard Law Professor Dismantles Democrats’ Hopes Of Using Bolton Book To Convict Trump,Trump,neutr
773,CBS Anchor to Warren: Are You Saying ‘Tough Luck’ to People Who Saved for College? (VIDEO),Warren,neg
774,WATCH: Jon Voight Calls on America to Pray for President Trump amid Impeachment Battle,Trump,pos
775,Pete Buttigieg Tells Woman Her Pro-Life Views Not Welcomed In Democrat Party (VIDEO),Buttigieg,neutr
776,"Migrants say they will wait out Trump's presidency in Mexico, and try to enter again once a Democrat gets into office",Trump,unk
777,"Senator Hawley Drafts Motions To Subpoena Bidens, Schiff, Whistleblower",Biden,neutr
778,Bombshell report: Schiff may have hid 'potentially exculpatory' evidence from Trump's lawyers,Trump,neutr
779,"Trump legal team goes on offense in impeachment trial, accuse Democrats of 'massive' election interference",Trump,neutr
780,Tom Cotton Defends Trump’s Decision to Fire Ukrainian Ambassador: ‘Badmouthing’ Is a Good Reason to Fire Her (VIDEO),Trump,pos
781,WATCH: Trump Legal Team Lays Out 6-Point Case Crushing Democrats’ Impeachment Claims,Trump,pos
782,Steve Mnuchin Says He Will Listen to Greta Thunberg After She Gets an Economics Degree in College,Thunberg,neg
783,"Ted Cruz: Democrats Made ‘Very Serious Strategic Error,’ Hunter Biden Testimony Now Needed (VIDEO)",Biden,neutr
784,DOJ Determines 2 FISA Spy Warrants on Trump Campaign Adviser Were “Not Valid”,Trump,neg
785,"Trump-Barr divide worsens as the president bucks a request to stop tweeting, and the Justice Dept. declines to charge ex-FBI official McCabe",Trump,neutr
786,It’s hard to wrap your mind around how much money Bloomberg could spend on his campaign,Bloomberg,neg
787,"The Daily 202: Donald Trump, the Houston Astros and the fear of the asterisk",Trump,neg
788,"Patrick Bradley arrested after assaulting teen Trump supporter during New Hampshire primary, police say",Patrick,unk
789,Power Up: Everybody is now a pundit in the Democratic primary race to beat President Trump,Trump,neutr
790,Trump brings in loyalists and attacks enemies as post-impeachment drama escalates,Trump,neutr
791,Trump allies targe Buttigieg's sexuality,Buttigieg,neutr
792,Trump allies targe Buttigieg's sexuality,Trump,neutr
793,"Trump to headline a $580,600-per-couple fundraiser, the most expensive of his reelection bid",Trump,neutr
794,Trump renews his national emergency despite losing the primary rationale for it,Trump,neg
795,"Hope Hicks, former top aide to Trump, to return to the White House as reelection campaign heats up",Trump,neutr
796,"On social media, Bloomberg and Trump are fighting two very different fights",Trump,neutr
797,Septuagenarians Trump and Bloomberg exchange middle-school-like taunts,Bloomberg,neg
798,"John Kelly, essentially: Trump is doing everything wrong",Trump,neg
799,The Finance 202: Judy Shelton tests Trump's bid to remake the Federal Reserve,Trump,neg
800,"What changed for Sanders in New Hampshire since 2016? The electorate, for one.",Sanders,neutr
801,The Daily 202: Ten reasons Bernie Sanders should celebrate winning New Hampshire – or feel cause for concern,Sanders,neutr
802,Deval Patrick suspends presidential bid,Patrick,neutr
803,House Democrats ask Secret Service for details about its payments to Trump’s company,Trump,neg
804,Trump implicates Barr directly in Roger Stone intervention,Trump,neutr
805,The Technology 202: Bernie Sanders is no friend of Big Tech. And he keeps winning.,Sanders,pos
806,Bernie Sanders wins New Hampshire Democratic primary,Sanders,pos
807,Power Up: Bernie Sanders's 'revolution' may not materialize after narrow New Hampshire primary win,Sanders,neg
808,Biden looks to South Carolina to revive faltering campaign,Biden,neutr
809,Michael Bennet drops out of presidential race,Bennet,neg
810,Trump escalates campaign of retribution as Republican senators shrug,Trump,neg
811,"Pete Buttigieg Democratic candidate: Biography, issues, fundraising",Buttigieg,neutr
812,"Bernie Sanders Democratic candidate: Biography, issues, fundraising",Sanders,neutr
813,Trump’s approach to crime and punishment is centered on his own power,Trump,neg
814,"After a ‘gut punch’ in Iowa, a surreal feeling surrounds Biden’s campaign",Biden,neg
815,"AFGE, the largest federal employee union punches back at Trump",Trump,neg
816,Trump’s no-injuries claim about Iran keeps looking worse,Trump,neg
817,"Sanders, Buttigieg seek second straight good showing in New Hampshire.",Buttigieg,neutr
818,"Sanders, Buttigieg seek second straight good showing in New Hampshire.",Sanders,neutr
819,"Trump barges in on Democratic primary races, seeking to steal the spotlight",Trump,neg
820,Billionaires Bloomberg and Steyer may be accelerating a Biden collapse,Bloomberg,neutr
821,Klobuchar tries to turn a debate moment into momentum in New Hampshire,Klobuchar,neutr
822,"Iowa Democratic Party projects Pete Buttigieg the winner of the delegate race, with Bernie Sanders preparing a challenge",Buttigieg,neutr
823,"Iowa Democratic Party projects Pete Buttigieg the winner of the delegate race, with Bernie Sanders preparing a challenge",Sanders,neutr
824,"Biden, Warren battle for third place in New Hampshire",Warren,neutr
825,Biden jokingly calls voter who asked about Iowa a ‘lying dog-faced pony soldier’,Biden,neg
826,Sanders and Buttigieg fight for different New Hampshire voters.,Sanders,neg
827,"Trump eliminates funding for program honoring Ambassador Stevens, who was killed in Benghazi",Trump,neg
828,Michael Bloomberg: 55 hours in the life of a 2020 presidential candidate,Bloomberg,neutr
829,"Iowa Democratic Party projects Pete Buttigieg the winner of the delegate race, with Bernie Sanders preparing a challenge",Buttigieg,pos
830,"Iowa Democratic Party projects Pete Buttigieg the winner of the delegate race, with Bernie Sanders preparing a challenge",Sanders,neutr
831,"Buttigieg responds to Biden’s Obama jab: ‘I’m not, and neither is he’",Biden,neutr
832,Bernie Sanders and Joe Biden continue to spar about the Iraq war ? nearly 18 years later,Biden,neutr
833,"Buttigieg, Biden, Klobuchar, fight as New Hampshire primary nears",Biden,neutr
834,Trump’s new budget proposal will show how far he has moved away from 2016 campaign promises,Trump,neg
835,"Ed McGinty stages a viral, one-man anti-Trump protest in the GOP-heavy Florida town The Villages",Trump,neg
836,"Trump ousts Vindman and Sondland, punishing key impeachment witnesses in post-acquittal campaign of retribution",Trump,neg
837,"With Vindman firing, Trump gets especially vindictive",Trump,neg
838,Sanders steps up attacks on Bloomberg ahead of Nevada caucuses,Bloomberg,neutr
839,Sanders steps up attacks on Bloomberg ahead of Nevada caucuses,Sanders,neutr
840,Biden shakes up campaign staff,Biden,neg
841,The Daily 202: Pete Buttigieg is emerging as a unity candidate in New Hampshire – with a bounce from Iowa,Buttigieg,pos
842,Sanders goes after Buttigieg for billionaire backers as the two vie for early-state dominance,Buttigieg,neutr
843,Sanders goes after Buttigieg for billionaire backers as the two vie for early-state dominance,Sanders,pos
844,Secret Service spending at Trump hotels: Rooms for agents cost up to $650 per night,Trump,neutr
845,Joe Walsh ends long-shot bid to challenge Trump for Republican nomination,Trump,neutr
846,Power Up: Pete Buttigieg could deliver another surprise in the New Hampshire primary,Buttigieg,pos
847,How Michael Bloomberg could win,Bloomberg,pos
848,Trump lambastes his critics as he moves to target perceived enemies like Vindman over impeachment,Trump,neg
849,How Pete Buttigieg and Bernie Sanders finished on top Iowa,Buttigieg,neutr
850,"His campaign on the line, Joe Biden goes missing in New Hampshire",Biden,neutr
851,Trump lashes out at Democrats in cheering his acquittal as Pelosi declares him ‘impeached forever’,Trump,neg
852,Trump uses cultural fights to hold his base — but expects black Americans to be transactional,Trump,unk
853,"Yeah, Trump didn’t learn any new lessons from impeachment as his comments Thursday made clear",Trump,neg
854,Trump’s attack on Romney’s 2012 performance isn’t the lay-up he thinks it is,Trump,neg
855,Trump is out for revenge -- after the GOP swore he didn’t threaten them,Trump,neg
856,Pete Buttigieg builds an electability case in Iowa,Buttigieg,neutr
857,The Health 202: How Pete Buttigieg's health-care strategy helped him gain traction in the Iowa caucus,Buttigieg,pos
858,"Bernie Sanders raised $25 million in January, a hefty sum",Sanders,pos
859,Trump remains in office after Senate votes to acquit impeached president on obstruction of Congress charge,Trump,neg
860,How the Senate voted on the Trump impeachment charges - Washington Post,Trump,neg
861,Mitt Romney dismantles the GOP’s strained defenses of Trump,Trump,neutr
862,White House national security adviser says Trump didn’t seek Ukraine’s help with investigations despite evidence to the contrary,Trump,neutr
863,"In West Palm Beach, President Trump’s name has disappeared from the skyline",Trump,neg
864,The Technology 202: Trump's made-for-meme State of the Union shows strategy to win the Internet in 2020,Trump,neutr
865,The Energy 202: Trump pumped up claims about oil and gas during State of the Union,Trump,neg
866,"Trump invokes ‘manifest destiny’ in State of the Union address, resurfacing a defunct concept",Trump,neg
867,"The Finance 202: Trump claimed in the State of the Union address he rebooted a failing economy. The facts don't support him, but voters might.",Trump,neutr
868,"During State of the Union, Trump makes his most direct appeal to black voters yet",Trump,neutr
869,"Nancy Pelosi at State of the Union: Speaker rips up Trump's speech, reflecting tumultuous year",Trump,neg
870,Trump’s prepared speech included a guarantee to protect preexisting conditions. He didn’t say it.,Trump,neg
871,These Republicans said they hope Trump has learned a lesson from impeachment. He said he hasn’t.,Trump,neutr
872,Trump paints strong economy as vindication as he tries to move past impeachment,Trump,neutr
873,"With chants, walkouts and a ripped-up speech, bitter partisanship dominates Trump’s State of the Union",Trump,neutr
874,First set of Iowa Democratic caucus results shows Sanders and Buttigieg leading,Buttigieg,neutr
875,"President Trump’s 2020 State of the Union address, annotated",Trump,neutr
876,"Buttigieg and Sanders take lead, Biden fades in partial results from marred Iowa caucuses",Buttigieg,pos
877,The 75 times Trump insisted he’d done ‘nothing wrong’ in his interactions with Ukraine,Trump,neutr
878,Susan Collins says Trump will be ‘much more cautious’ after impeachment. The evidence suggests otherwise.,Trump,neg
879,It was a confusing night for Democrats on Monday. President Trump is smiling.,Trump,pos
880,Mike Bloomberg to double spending on television advertising after Iowa debacle,Bloomberg,neutr
881,President Donald Trump seen at Super Bowl party conducting imaginary orchestra during anthem,Trump,neutr
882,"The Daily 202: A bad night for Biden in Iowa is good news for Buttigieg, Klobuchar and Bloomberg",Biden,neg
883,"The Daily 202: A bad night for Biden in Iowa is good news for Buttigieg, Klobuchar and Bloomberg",Bloomberg,pos
884,"The Daily 202: A bad night for Biden in Iowa is good news for Buttigieg, Klobuchar and Bloomberg",Klobuchar,neutr
885,The team that rigged the GOP primaries accuses Democrats of rigging Iowa against Sanders ,Sanders,neutr
886,The Health 202: Bernie Sanders and Pete Buttigieg are the favorites among Iowa voters for whom health care is top issue,Sanders,pos
887,Trump allies use Twitter to sow confusion about voting on the eve of the Iowa caucuses,Trump,neutr
888,What Trump will say in the State of the Union address ,Trump,neutr
889,Manchin calls for censuring Trump over pressuring Ukraine to investigate a domestic political rival,Trump,neg
890,"Jill Biden says Lindsey Graham, once close with Joe, no longer a friend",Biden,neutr
891,How Trump’s impeachment defense wantonly misled the U.S. Senate,Trump,neg
892,Trump's Kansas City tweet flub is part of a pattern,Trump,neg
893,Power Up: Bernie Sanders may have the edge in tonight's Iowa's caucuses. But it's complicated.,Sanders,neutr
894,Democratic donor race: Bernie Sanders won in 2019 - Washington Post,Sanders,pos
895,The Trailer: 'Beat Trump': The Democrats' closing arguments in Iowa,Trump,neg
896,Pete Buttigieg’s mom opens up about her son,Buttigieg,neutr
897,Sanders’s caucus target: Latino voters usually overlooked in mostly white Iowa,Sanders,neg
898,Justice Department acknowledges 24 emails reveal Trump’s thinking on Ukraine,Trump,neutr
899,Senate to vote Wednesday on whether to remove or acquit Trump on impeachment charges,Trump,neutr
900,Senate set to acquit Trump next week after bid for witnesses in impeachment trial is defeated,Trump,pos
901,Republicans agree it was no ?perfect call? ? but will vote to acquit Trump anyway,Trump,neg
902,Amy Klobuchar’s political rise: The Democratic presidential candidate was kicked out of hospital after giving birth,Klobuchar,neutr
903,Trump administration announces mandatory quarantines in response to coronavirus,Trump,neutr
904,"Surrogates carry the bulk of the Iowa campaign for D.C.-bound senators Klobuchar, Warren and Sanders",Klobuchar,neutr
905,"Surrogates carry the bulk of the Iowa campaign for D.C.-bound senators Klobuchar, Warren and Sanders",Sanders,neutr
906,Senator Amy Klobuchar campaigns in Iowa while balancing Senate impeachment trial,Klobuchar,neutr
907,A new Bolton revelation ties Trump to Giuliani’s early efforts in Ukraine — and implicates Trump allies like Mulvaney,Trump,neutr
908,"Trump’s impeachment defense, distilled: he’s innocent and his opponents are guilty",Trump,pos
909,Sen. Alexander calls Trump’s actions ‘inappropriate’ but rejects witnesses in impeachment trial,Trump,neutr
910,Takeaways from day 2 of questions in Trump’s impeachment trial,Trump,neutr
911,Trump and Republicans join forces to attack Biden ahead of the Iowa caucuses,Trump,neutr
912,"Andrew Yang Democratic candidate: Biography, issues, fundraising",Yang,neutr
913,"In mostly white Iowa, Pete Buttigieg confronts worry about his lack of support among African Americans",Buttigieg,neutr
914,Where the goal posts are: Trump’s legal team argues he didn’t ask for an investigation into Biden,Trump,neg
915,What Michael Bloomberg’s $11 million Super Bowl ad would cost you on your budget - Washington Post,Bloomberg,neutr
916,D.C. Mayor Muriel Bowser endorses Mike Bloomberg for president,Bloomberg,pos
917,Voters call on Buttigieg to embrace a diverse view of the ‘American Heartland’,Buttigieg,neutr
918,"Bernie Sanders, with Iowa caucuses nearing, considers set of executive actions",Sanders,neutr
919,"Bloomberg’s Super Bowl ad focuses on the ‘national crisis’ of gun violence, not Trump",Bloomberg,neutr
920,Dershowitz says that if Trump believes his reelection is in the public interest his actions aren’t impeachable,Trump,neutr
921,Wavering Democrats face pressure as GOP eyes bipartisan vote for Trump acquittal,Trump,neutr
922,"Days before Iowa, the Warren campaign brings out a key surrogate: Her dog",Warren,neutr
923,What’s next in Trump impeachment,Trump,neutr
924,"Biden, Sanders allies try to cut caucus deal with Yang's campaign",Biden,neutr
925,"Biden, Sanders allies try to cut caucus deal with Yang's campaign",Sanders,neutr
926,The Daily 202: Senate Republicans move the goal posts again after Bolton’s book and Dershowitz’s defense of Trump,Trump,neutr
927,"If witnesses are called in Trump's impeachment trial, what could happen?",Trump,neutr
928,John Bolton joins a select group: Those once praised and now derided by President Trump,Trump,neg
929,Trump’s effort to block Bolton’s testimony makes little sense — unless he’s guilty,Trump,neg
930,Power Up: The Senate impeachment trial of President Trump is at its most crucial phase,Trump,neutr
931,McConnell tells senators he doesn’t yet have votes to block witnesses in Trump impeachment trial,Trump,neg
932,Trump announces long-awaited Israeli-Palestinian peace package amid doubts it will lead to progress,Trump,pos
933,The Trailer: Warren and Klobuchar get more frank about electability,Klobuchar,pos
934,The gaping hole in Trump’s impeachment defense,Trump,neg
935,"Senate Republicans seize on Dershowitz argument, say Trump’s actions aren’t impeachable",Trump,pos
936,Trump makes clear that he’d happily have Republicans ignore even Trump-friendly Fox News,Trump,neg
937,"The Trump actions that raised even William Barr’s eyebrows, according to John Bolton",Trump,pos
938,CNN Don Lemon segment mocking Trump supporters gets criticism,Trump,neutr
939,The Health 202: Trump can enforce his 'public charge' immigration crackdown -- for now,Trump,neg
940,Gun-control group co-founded by Bloomberg announces $60 million spending plan for 2020 elections,Bloomberg,neg
941,Did Trump undercut his ability to exert executive privilege over John Bolton with a tweet?,Trump,neutr
942,Why the Bidens are part of Trump's impeachment,Biden,neg
943,Why the Bidens are part of Trump's impeachment,Trump,neg
944,"Mike Bloomberg Democratic candidate: Biography, issues, fundraising",Bloomberg,neutr
945,Warren's urgent bet to win Iowa,Warren,neutr
946,"Trump’s legal team outlined its case. One day later, John Bolton appears to have kneecapped it.",Trump,neutr
947,"Mike Bloomberg pitches himself to Jewish Americans, in a presidential race with two very different Jewish candidates",Bloomberg,neutr
948,"Trump should apologize for minimizing troops’ injuries, VFW says",Trump,neg
949,Trump’s lawyers begin their defense in impeachment trial as Republicans rally around the president,Trump,neutr
950,Video shows Trump telling associates to ‘get rid of’ Ukraine ambassador Maria Yovanovitch,Trump,neg
951,"For Amy Klobuchar, the impeachment trial means bombarding Iowa voters from distant D.C.",Klobuchar,neg
952,Trump impeachment trial live updates,Trump,neutr
953,White House eyes Joe Manchin in impeachment trial as Trump wants a Senate Democrat to vote for acquittal.,Trump,neutr
954,Assessing the Trump team’s 6-point impeachment defense,Trump,neutr
955,"What case will Trump’s team present, one focused on the evidence or one focused on his base?",Trump,neutr
956,Trump’s defense team to target Bidens in counterpunch to impeachment charges,Biden,neutr
957,Trump’s defense team to target Bidens in counterpunch to impeachment charges,Trump,neutr
958,Bernie Sanders criticized for embracing support from Joe Rogan,Sanders,neg
959,Democrats focus on Trump’s character as they argue for removing him from office in impeachment trial,Trump,neutr
960,Joe Biden unspools an endless supply of ‘Bidenisms’ on the campaign trail,Biden,neutr
961,"Warren’s team will go extra mile to help her win, including painting giant farm signs",Warren,pos
962,Trump’s March for Life appearance: A reminder to conservative Christians as he prepares for a tight race,Trump,neutr
963,Schiff puts a fine point on the argument for removal: Trump will always put Trump first,Trump,neg
964,When Senate Republicans were quite concerned about Trump and Ukraine,Trump,neutr
965,Fox News has circled the wagons and Trump is welcoming everyone inside,Trump,pos
966,The Finance 202: Wall Street shrugs off Bernie Sanders's chances to win 2020 Democratic primary. And to beat President Trump.,Sanders,neg
967,The Health 202: March for Life activists credit Trump with wholeheartedly embracing their antiabortion agenda,Trump,pos
968,Sen. Mike Braun wants Trump and the GOP to take climate change seriously,Trump,neutr
969,House managers focus on alleged abuse of power on second day of opening arguments against Trump,Trump,neutr
970,Assessing a key impeachment argument: Trump’s desired investigations were only for his own benefit,Trump,neg
971,The ‘prophetic’ Alexander Hamilton quote Democrats say predicted the need to impeach Trump,Trump,neg
972,Bloomberg gets under Trump?s skin as he ramps up spending on 2020 ads,Trump,neutr
973,"Sanders wants supporters to pipe down, but they don't always listen",Sanders,neutr
974,The Energy 202: Trump made nearly 500 false or misleading claims about the environment while in office,Trump,neg
975,Trump’s second-heaviest Twitter day mirrored the heaviest: Lots of feedback about things on TV,Trump,neg
976,Democrats scale back language as Trump and GOP press ahead with attacks on Senate impeachment trial,Trump,neutr
977,Gordon Sondland plugs away in Brussels while playing a central role in Trump’s impeachment trial,Trump,neg
978,"As House Democrats lay out their case for impeachment, Trump’s campaign and White House offer a different narrative",Trump,neutr
979,How Trump’s Senate trial lawyers could complicate the case his DOJ lawyers are making in court,Trump,neutr
980,"Andrew Yang, shut out of tonight’s debate, hosts a pre-debate rally with MATH pins and birthday cake",Yang,pos
981,The Energy 202: Trump administration delays Arctic refuge oil leasing to strengthen legal case,Trump,neutr
982,The Cybersecurity 202: Sanders and Warren still mum on campaign protections against hackers,Warren,neg
983,Power Up: Elizabeth Warren and Bernie Sanders's private conversation sparks debate on sexism in politics,Warren,neg
984,Why Elizabeth Warren and Bernie Sanders are fighting,Warren,neutr
985,Preparations accelerate this week for historic Senate trial of Trump,Trump,pos
986,Warren and Sanders fued over gender,Warren,neutr
987,Top Senate Republicans reject Trump’s renewed call for immediate dismissal of impeachment charges,Trump,neg
988,Buttigieg woos moderates — and Republicans — in his push to close the deal in Iowa,Buttigieg,neutr
989,"Trump turns his fire on Sanders amid polling, fundraising surge",Trump,neutr
990,Mike Bloomberg's two campaigns: Running for the Democratic nomination and the general election,Bloomberg,neutr
991,Bernie Sanders's campaign attacks Elizabeth Warren and Joe Biden as Iowa caucuses near.,Biden,neg
992,"Esper contradicts Trump, Pompeo on Soleimani attacking embassies",Trump,neg
