,headline,entity,majority_label
666,Chris Wallace: Bill Barr throws a brushback pitch at President Trump,Trump,Neutral
667,President Trump responds to Attorney General Barr's headline-making interview,Trump,Neutral
668,Moderate Democrats fear Bernie Sanders could hurt party's chances to keep control of the House,Sanders,Negative
669,"Trump insists he has ‘legal right’ to intervene in DOJ cases, but has chosen not to",Trump,Neutral
670,"Lara Trump reacts to Jill, Joe Biden defending son Hunter on ‘The View’",Biden,Neutral
671,Biden turns to Wall Street for campaign funds,Biden,Neutral
672,Tammy Bruce: February 2020 will be known as the month when President Trump was reelected,Trump,Positive
673,Some House Democrats worry Bernie Sanders could cost them re-election,Sanders,Negative
674,"Biden faces NYC protesters chanting ‘Drop out, Joe!’",Biden,Negative
675,Sen. Blackburn reacts to Bloomberg campaign stop in Tennessee,Bloomberg,Neutral
676,Barr says Trump tweets make it 'impossible' to run DOJ,Trump,Negative
677,2020 Democrats battle it out to court black voters,Democrats,Negative
678,Biden panders to black voters in new ad: I don't feel no ways tired,Biden,Negative
679,Guy Benson on Democratic establishment and Bernie Sanders,Sanders,Neutral
680,Bloomberg and Trump clash as questions surround how NYC mayor will fare in 2020 race,Trump,Negative
681,Democrats divided over possible Bernie Sanders nomination,Sanders,Neutral
682,White House responds to Attorney General Barr's concerns with Trump tweets,Trump,Negative
683,Mike Bloomberg says he's willing to spend whatever it takes to beat President Trump,Trump,Negative
684,Bill Barr draws Democrats' ire over Roger Stone case,Democrats,Neutral
685,Poll: African-American support for Biden plummeting,Biden,Negative
686,John Delaney: Bernie doesn't have the right message to attract wide range of voters,Delaney,Neutral
687,Trump administration warns Chinese government can spy on user data,Trump,Neutral
688,New York State Sues Trump Administration Over Global Entry Ban,Trump,Negative
689,Trump’s NASA Budget Will Earmark 12% Boost for Agency in 2021,Trump,Neutral
690,Trump Announces Coronavirus Task Force,Trump,Neutral
691,Veterans Differ With Trump Over Injuries From Iran Missile Attack,Trump,Neutral
692,Trump Says He Will Sign Phase-One Trade Deal With China on Jan. 15,Trump,Neutral
693,"In Virginia, Democrats Get Ready to Rule the Roost",Democrats,Positive
694,Trump to Hold Off Designating Mexican Cartels as Terrorist Groups,Trump,Neutral
695,"Trump Administration Considers 14,000 More Troops for Mideast",Trump,Neutral
696,Trump Administration Asks Supreme Court to Reinstate Blocked Executions,Trump,Neutral
697,"A Tight Job Market Insulates a Slowing Economy-and Perhaps Trump, Too",Trump,Negative
698,"Florida man who drove van into GOP tent didn’t like Trump, says ‘someone had to take a stand’: arrest report",Trump,Neutral
699,"PAYBACK: Trump Wrecks U.S. Attorney Who Indicted Stone, Manafort, Flynn",Trump,Negative
700,Bernie Sanders doesn’t see a future for pro-lifers in the Democratic Party: 'Being pro-choice is an absolutely essential part of being a Democrat' (VIDEO) - True Pundit,Sanders,Neutral
701,DOJ Has ‘Established An Intake Process’ To Review Biden-Ukraine Info From Giuliani,Biden,Negative
702,Gov. Newsom Calls California ‘the Most Un-Trump State in America’ (VIDEO),Trump,Negative
703,"Asked Who’d Be Her V.P., Warren Sneers That Pence Is A ‘Dog’",Warren,Neutral
704,Report: Trump Administration Has Removed 70 Obama Holdovers at NSC,Trump,Neutral
705,"FBI probing Joe, Hunter Biden corruption? ‘We do not talk about open investigations’ (VIDEO)",Biden,Negative
706,Florida man accused of driving van into Trump-supporters' tent reportedly smiles while entering court,Trump,Negative
707,WATCH: Warren Suggests Blacks Only Matter To Democrats During Elections,Warren,Negative
708,Republicans raise $117 million throughout Trump’s impeachment,Trump,Positive
709,Pete Buttigieg Argues for End of Electoral College After Iowa ‘Victory’ Without Popular Vote,Buttigieg,Neutral
710,"Sanders once said he didn't mind being called 'a communist,' was investigated by FBI",Sanders,Neutral
711,GOP candidate Kimberly Klacik believes she can flip Elijah Cummings' Baltimore district,GOP,Positive
712,Rudy Giuliani Claims He’s Found ‘Smoking Gun’ On Hunter Biden,Biden,Negative
713,"Republicans To EXPUNGE Democrats’ Impeachment Of Trump If They Win House Back, Report Says",Republicans,Positive
714,"Republicans To EXPUNGE Democrats’ Impeachment Of Trump If They Win House Back, Report Says",Trump,Positive
715,Biden bus breaks down in New Hampshire,Biden,Neutral
716,"WATCH: Joe Biden Loses It Attacks ""Dog Faced"" Female Voter in Bizarre & Beyond Disturbing Rant",Biden,Negative
717,Sanders: The United States Is a ‘Racist Society’ (VIDEO),Sanders,Negative
718,"'It was all bulls**t': Trump hits Romney, Democrats, and Russia probe in post-acquittal victory speech (VIDEO)",Democrats,Negative
719,WATCH: Chris Matthews Compares GOP Applause During SOTU to North Koreans Praising Dear Leader,GOP,Negative
720,"A really good week for President Trump keeps getting better: 225,000 jobs added in January, crushing estimates",Trump,Positive
721,"Joy Behar, Furious Over Acquittal, Says Trump’s ‘Winning’: ‘He’s Made Me Crazy!’ (VIDEO)",Trump,Negative
722,WATCH: Joe Biden stops Democratic debate to ask audience to stand and applaud for impeachment witness fired by Trump,Biden,Positive
723,"Trump Continues To Clean House, Fires Ambassador Gordon Sondland",Trump,Neutral
724,POLL: 62% of NH Dems prefer meteor strike ‘extinguishing all human life’ to Trump re-election!,Trump,Negative
725,Pete Buttigieg Refuses to Answer Half of NYT Foreign Policy Survey,Buttigieg,Negative
726,"WATCH: Bernie, Buttigieg, Biden Lash Out At Trump For Killing Top Terrorist Soleimani",Biden,Neutral
727,MAYOR CHEAT Buttigieg campaign roasted for adding applause sound track to CNN town hall clips,Buttigieg,Negative
728,Trump Administration Looking To Take Action Against Alexander Vindman,Trump,Neutral
729,‘A little sedated’: Pelosi speculates Trump was drugged during SOTU,Trump,Negative
730,FLASHBACK: Top Romney Advisor Served On Burisma’s Board With Hunter Biden,Biden,Neutral
731,Tired of Winning? Donald Trump Breaks Obama Approval Record,Trump,Positive
732,"WATCH: Pence Shreds Pelosi For Ripping Up Trump’s SOTU Speech, Makes Prediction",Trump,Positive
733,Reporter Presses Pelosi About Ripping Up Trump’s Speech. Here’s Her Harsh Response.,Trump,Negative
734,Republican Kevin McCarthy Rips Up Articles Of Impeachment: ‘Acquitted For Life’ (VIDEO),Republicans,Neutral
735,IOWA RESULTS: Buttigieg (Kind of) Won. So Did Bernie. Warren Persisted. Biden Definitely Lost.,Biden,Positive
736,"MSNBC Anchor Says Netanyahu is One of the World’s ‘Bad Guys,’ Puts Jewish Leader in List With Putin (VIDEO)",Putin,Negative
737,GOP Senators Take New Action In Investigating Hunter Biden After Impeachment Vote,Biden,Negative
738,WATCH: Warren Runs And Hides Behind Staffer After Being Caught Flying Private Plane,Warren,Negative
739,WATCH: Biden blames Trump surrogates for botched Iowa caucus count,Trump,Negative
740,Biden Threatens Lawsuit To Halt Release Of Real Iowa Caucus Results,Biden,Negative
741,WATCH: Trump Won’t Shake Nancy Pelosi’s Hand at State of the Union,Trump,Negative
742,"WATCH: Democrats Refuse To Celebrate Economic Success For Blacks, Latinos, Women, Asians",Democrats,Negative
743,WATCH: Melania Trump Awards Rush Limbaugh Presidential Medal Of Freedom At Trump State Of The Union Address,Trump,Neutral
744,"Trump's job approval rating rises to 49 percent amid impeachment, highest since taking office, Gallup says",Trump,Positive
745,WATCH: Pelosi Violates Protocol By Refusing To Announce Trump Properly at SOTU Rips Up Speech,Trump,Negative
746,John Kerry Endorses Biden to Fight Against ‘AR-16 with Long Clip’,Biden,Positive
747,Buttigieg: 63 Million People Might Have Voted for Trump But All of Them Are Still Racist (VIDEO),Trump,Negative
748,"Trump, in Super Bowl interview with Sean Hannity, predicts fall of Pelosi: 'Radical left is gonna take over'",Trump,Neutral
749,Rep. Hakeem Jeffries Slams Trump’s Overtures to Ukraine: ‘America’s National Security is for Sale’ (VIDEO),Trump,Negative
750,"Joe Biden Helped Launch Business for Son-in-Law from the Oval Office, Repeatedly Briefed Investors Privately",Biden,Negative
751,Jill Biden: Donald Trump’s Attacks on My Kid Are ‘Disgraceful’,Biden,Negative
752,Steve Hilton: Why is Trump hounded while Biden's alleged corruption gets a pass? The 'Swamp' knows,Trump,Positive
753,Florida considering a ban on sex-change surgeries for children Democrats opposed,Democrats,Neutral
754,"Rand Paul urges Trump to take immediate action against John Bolton, revoke his security clearance",Trump,Neutral
755,Washington Democrats Push Mandatory LGBTQ-Focused Sex Ed for Kindergartners,Democrats,Negative
756,"DNC Members Discuss Changing Rules To Stop Sanders From Getting Nomination At Convention, Report Says",Sanders,Negative
757,House Democrats: Steele Dossier Was OK Because We ‘Purchased’ It,Democrats,Negative
758,"Senate Votes Down Extra Impeachment Witnesses, Paves Way for Trump Acquittal",Trump,Positive
759,Trump Takes Out Another Top Terrorist In The Middle East,Trump,Neutral
760,GOP Opponent to Jeff Van Drew Avoids Primary Against the Dem-Turned-Republican by Switching Districts,Republicans,Neutral
761,Dave Chappelle: 'I don’t look at Trump supporters as my enemy' (VIDEO),Trump,Neutral
762,"MSNBC Contributor: If Trump Is Acquitted, He Will Shut Down Voting in California (VIDEO)",Trump,Negative
763,"Trump Unveils Super Bowl Ad Touting US Economy: ‘Stronger, Safer, More Prosperous’ (VIDEO)",Trump,Positive
764,Elizabeth Warren Made Millions Helping Corporations Evade Their Pension and Healthcare Obligations,Warren,Negative
765,Report: The Ukraine Prosecutor Biden Got Fired Files Federal Paperwork Demanding Investigation Into Biden,Biden,Negative
766,Kevin McCarthy Sets All-Time Annual Fundraising Record as GOP Embarks on Effort to Retake House Majority,GOP,Positive
767,Alec Baldwin: Trump’s Impeachment Centers on a Hate Crime. He Hates the Constitution’,Trump,Negative
768,"Bloomberg: Transgender Rights Should Include Federally Funded Sex Surgery, Housing Based on Gender Identity",Bloomberg,Neutral
769,"CONFUSION: Biden says ‘got elected in 2012, 2010 or 13’ (VIDEO)",Biden,Negative
770,Warren Can’t Name Any GOP Senate Colleagues With Character (VIDEO),Warren,Neutral
771,Schiff Claims It’s Wrong for President to Investigate Rival - After Defending Obama Investigating Trump,Trump,Negative
772,WATCH: CNN’s Don Lemon Responds to Criticism of Him Laughing at Joke About Trump Supporters,Trump,Neutral
773,Chris Murphy: It’s ‘Possible’ Some Democrats Vote to Acquit Trump,Trump,Positive
774,"EXCLUSIVE: FEDS Leak Explosive Details of Players in Massive Clinton Global Heist Biden's Implicated in ""Organized crime at the highest level""",Biden,Negative
775,"Republican Senator Reportedly Mulling a Witness Swap, ‘One for One’ Deal in Impeachment Inquiry",Republicans,Negative
776,Pelosi: House Will Vote on Repealing Trump Travel Ban,Trump,Negative
777,Trump Doesn’t Invite House Democrats to USMCA Signing Ceremony,Trump,Neutral
778,Sanders Campaign Rocked Again: More Staff Caught Advocating Violence Against Opponents (VIDEO),Sanders,Negative
779,BIDEN GETS TOUGH: Trump ‘going to understand what punches mean’ (VIDEO),Trump,Negative
780,Joe Biden Says Transgender Equality is the Civil Rights Issue of Our Time,Biden,Positive
781,Biden Praises ‘Profound’ Question Comparing Trump’s Border Policies to Holocaust (VIDEO),Trump,Negative
782,WATCH: Harvard Law Professor Dismantles Democrats’ Hopes Of Using Bolton Book To Convict Trump,Trump,Neutral
783,"WATCH: CNN Mocks Trump Supporters As Stupid Rednecks Who Can’t Read, Spell",Trump,Negative
784,MLK’s Niece Denounces Democrat For ‘Race Baiting’ Trump,Trump,Negative
785,"Amid impeachment, Trump's approval rating climbs to highest levels of his presidency",Trump,Positive
786,"Trump Says Lead Impeachment Democrat Schiff Has Not Paid ‘Price, Yet’",Trump,Negative
787,"MSNBC: Schiff, impeachment managers mentioned Biden 168 times - in just one day (VIDEO)",Biden,Neutral
788,Twitter Attaches Warning to Trump Campaign’s Pro-Life Video,Trump,Negative
789,Tom Cotton Defends Trump’s Decision to Fire Ukrainian Ambassador: ‘Badmouthing’ Is a Good Reason to Fire Her (VIDEO),Trump,Neutral
790,WATCH: George Stephanopoulos Makes Throat-Slitting Gesture to Cut Away from Trump Lawyer,Trump,Negative
791,"Rudy Giuliani: ‘Joe Biden Is a Crook’ - ‘If We Can’t Prosecute Him, We Do Not Have Justice in America’",Biden,Negative
792,"Adam Schiff: Remove Trump, Because He Didn’t Follow Talking Points",Trump,Negative
793,Joe Biden: ‘We Don’t Need Standing Armies’ ‘We Should Be Helping’ Communist China (VIDEO),Biden,Neutral
794,Steve Mnuchin Says He Will Listen to Greta Thunberg After She Gets an Economics Degree in College,Thunberg,Neutral
795,"Schiff claims that if President Trump is not removed from office by impeachment, Americans can't trust the results of the 2020 election (VIDEO)",Trump,Negative
796,"WATCH: Joe Biden Loses It Again -- Says Illegal Aliens Are ""More American"" Than You",Biden,Negative
797,Elizabeth Warren pledges to fill at least half her Cabinet with women and 'non binary people',Warren,Neutral
798,Pentagon to divert $3.8 billion from its budget to build more of Trump’s border barrier,Trump,Neutral
799,Barr keeps giving Trump what he wanted,Trump,Positive
800,"Bernie Sanders is powered by a loyal base, but results in Iowa and New Hampshire show the movement has limits",Sanders,Positive
801,"In a tweet, Trump again appears to leverage his office for his personal benefit",Trump,Negative
802,"Joe and Jill Biden say attacks on Hunter are ""hurtful""",Biden,Neutral
803,Trump suggests Roger Stone’s jury forewoman had ‘significant bias’,Trump,Neutral
804,"On social media, Bloomberg and Trump are fighting two very different fights",Bloomberg,Neutral
805,Septuagenarians Trump and Bloomberg exchange middle-school-like taunts,Bloomberg,Neutral
806,Septuagenarians Trump and Bloomberg exchange middle-school-like taunts,Trump,Negative
807,The challenge of Joe Biden’s message to black voters holding,Biden,Neutral
808,Trump seeks to bend the executive branch as part of impeachment vendetta,Trump,Negative
809,Warren strategizes on how to move ahead after tough finishes,Warren,Neutral
810,The Democratic Party’s delegate math is about to get very complicated — and potentially problematic - The Washington Post,Democratic Party,Negative
811,"For Klobuchar and Warren, the 2020 primary is an endurance race",Klobuchar,Neutral
812,"For Klobuchar and Warren, the 2020 primary is an endurance race",Warren,Neutral
813,"In 2016, Trump constantly alleged that the Clintons improperly influenced the attorney general",Trump,Neutral
814,The Energy 202: Climate concerns help boost Sanders and Buttigieg in New Hampshire primary,Buttigieg,Positive
815,The Energy 202: Climate concerns help boost Sanders and Buttigieg in New Hampshire primary,Sanders,Positive
816,Trump withdraws Treasury nomination of former U.S. attorney for D.C. Jessie K. Liu after criticism of her oversight of Mueller prosecutions,Trump,Neutral
817,Joe Biden’s track record of lousy primary finishes just got a bit longer,Biden,Negative
818,New Hampshire Democrats make up their minds at the last possible minute - The Washington Post,Democrats,Neutral
819,"Elizabeth Warren Democratic candidate: Biography, issues, fundraising",Warren,Neutral
820,Amy Klobuchar,Klobuchar,UNK
821,Romney suggests Senate GOP has moved on following his vote to convict Trump,Trump,Negative
822,"Joe Biden Democratic candidate: Biography, issues, fundraising",Biden,Neutral
823,Trump isn’t worried about beating Republicans in the primaries. He wants to beat the Democrats. - The Washington Post,Democrats,Neutral
824,Trump isn’t worried about beating Republicans in the primaries. He wants to beat the Democrats.,Trump,Neutral
825,The Technology 202: 2020 Democrats get personal in Facebook ads ahead of New Hampshire primary - The Washington Post,Democrats,Neutral
826,Trump and Democratic candidates struggle to rally behind budget vision as 2020 election nears,Trump,Neutral
827,"Trump barges in on Democratic primary races, seeking to steal the spotlight",Trump,Negative
828,Klobuchar gets a moment — and hopes she can make it last,Klobuchar,Neutral
829,"As Buttigieg rises, so does the question of what it means to be mayor of a midsize city ",Buttigieg,Positive
830,Billionaires Bloomberg and Steyer may be accelerating a Biden collapse,Biden,Negative
831,Billionaires Bloomberg and Steyer may be accelerating a Biden collapse,Steyer,Neutral
832,"The Technology 202: Democrats call for Facebook, Twitter to take down edited Nancy Pelosi video - The Washington Post",Democrats,Negative
833,"Iowa Democratic Party projects Pete Buttigieg the winner of the delegate race, with Bernie Sanders preparing a challenge - The Washington Post",Democratic Party,Positive
834,"Top Democrats turn on each other after Iowa, complicating the party’s chances against Trump - The Washington Post",Democrats,Negative
835,"Top Democrats turn on each other after Iowa, complicating the party’s chances against Trump",Trump,Positive
836,Sanders and Buttigieg fight for different New Hampshire voters.,Buttigieg,Neutral
837,"Buttigieg responds to Biden’s Obama jab: ‘I’m not, and neither is he’",Biden,Neutral
838,"Buttigieg, Biden, Klobuchar, fight as New Hampshire primary nears",Buttigieg,Negative
839,"Buttigieg, Biden, Klobuchar, fight as New Hampshire primary nears",Klobuchar,Neutral
840,"Trump fires Gordon Sondland, the second impeachment witness to be removed from his post Friday",Trump,Negative
841,Trump hasn’t offered any reason beyond the obvious for punishing Alexander Vindman,Trump,Negative
842,"What ’shattered the mentality of American decline’, as Trump put it in his State of the Union? Partisan shifts, for one.",Trump,Neutral
843,"To President Trump, a unified America is no more than an America that will vote for Trump",Trump,Negative
844,The Energy 202: Trump backs down from building nuclear waste site in Nevada,Trump,Negative
845,The Finance 202: Senate Republicans have sunk Trump's last four Federal Reserve choices. But Judy Shelton is far from a lock. - The Washington Post,Republicans,Negative
846,Power Up: Pete Buttigieg could deliver another surprise in the New Hampshire primary,Buttigieg,Positive
847,"Final Iowa caucus results show Buttigieg, Sanders on top",Sanders,Positive
848,"His campaign on the line, Joe Biden goes missing in New Hampshire",Biden,Negative
849,Trump lashes out at Democrats in cheering his acquittal as Pelosi declares him ‘impeached forever’ - The Washington Post,Democrats,Negative
850,The Trailer: The Gabbard and Yang factors in New Hampshire,Gabbard,Neutral
851,"Joe Biden’s campaign has a problem, and it begins with the candidate",Biden,Negative
852,"Why Trump attacks Romney, Pelosi or any person of faith who disagrees with him: He wants to be revered",Trump,Negative
853,The Finance 202: Pete Buttigieg lures even closer look from Wall Street donors following strong Iowa caucuses performance,Buttigieg,Positive
854,Biden campaign touts backing of coalition of South Carolina women with focus on turnout,Biden,Positive
855,Nancy Pelosi viral memes defiantly respond to Trump’s rhetoric,Trump,Negative
856,Biden says Trump gave Limbaugh honor to maintain his ‘right-wing credentials’,Biden,Neutral
857,Biden says Trump gave Limbaugh honor to maintain his ‘right-wing credentials’,Trump,Negative
858,GOP senators request travel documents in Hunter Biden investigation,Biden,Negative
859,GOP senators request travel documents in Hunter Biden investigation - The Washington Post,GOP,Neutral
860,Democrats are moved to tears by Romney impeachment speech. Republicans want him expelled. - The Washington Post,Democrats,Positive
861,Democrats are moved to tears by Romney impeachment speech. Republicans want him expelled. - The Washington Post,Republicans,Negative
862,Bloomberg seizes on chaos in Democratic presidential race to escalate his campaign,Bloomberg,Positive
863,Mitt Romney knew the storm was coming over his impeachment vote. How long it lasts will be up to Trump.,Trump,Neutral
864,"In historic vote, Trump acquitted of impeachment charges",Trump,Positive
865,"After disappointing Iowa vote, Warren says she needs to be ‘careful’ with money",Warren,Negative
866,"Romney votes to convict Trump on impeachment charge of abuse of power, the only Republican to break ranks",Trump,Negative
867,Mitt Romney dismantles the GOP’s strained defenses of Trump - The Washington Post,GOP,Negative
868,"‘The president is guilty’: Mitt Romney’s speech on his vote to convict Trump, annotated",Trump,Negative
869,"Romney votes to convict Trump on impeachment charge of abuse of power, the only Republican to break ranks - The Washington Post",Republicans,Negative
870,"Romney votes to convict Trump on impeachment charge of abuse of power, the only Republican to break ranks",Trump,Negative
871,The Health 202: Trump has scant results to show on lowering drug prices. So he's mostly attacking Democrats in last night's State of the Union address.,Trump,Negative
872,"Trump invokes ‘manifest destiny’ in State of the Union address, resurfacing a defunct concept",Trump,Negative
873,"The Finance 202: Trump claimed in the State of the Union address he rebooted a failing economy. The facts don't support him, but voters might.",Trump,Neutral
874,Power Up: President Trump delivers a State of the Union address turned MAGA rally,Trump,Neutral
875,"Nancy Pelosi at State of the Union: Speaker rips up Trump's speech, reflecting tumultuous year",Trump,Negative
876,"Amid reelection bid, Trump’s State of the Union address goes full reality show",Trump,Negative
877,First set of Iowa Democratic caucus results shows Sanders and Buttigieg leading,Buttigieg,Positive
878,"Botched caucuses, emboldened Trump fuel Democrats' anxiety",Trump,Positive
879,"Iowa Democrats kept their app secret to prevent hacks. Instead, they got confusion and chaos. - The Washington Post",Democrats,Negative
880,"Buttigieg and Sanders take lead, Biden fades in partial results from marred Iowa caucuses",Biden,Negative
881,"Buttigieg and Sanders take lead, Biden fades in partial results from marred Iowa caucuses",Sanders,Positive
882,Fact-checking President Trump’s 2020 State of the Union address,Trump,Neutral
883,"The Daily 202: A bad night for Biden in Iowa is good news for Buttigieg, Klobuchar and Bloomberg",Buttigieg,Positive
884,The team that rigged the GOP primaries accuses Democrats of rigging Iowa against Sanders  - The Washington Post,Democrats,Negative
885,The Health 202: Bernie Sanders and Pete Buttigieg are the favorites among Iowa voters for whom health care is top issue,Buttigieg,Positive
886,What Trump will say in the State of the Union address,Trump,Neutral
887,Manchin calls for censuring Trump over pressuring Ukraine to investigate a domestic political rival,Trump,Neutral
888,"Jill Biden says Lindsey Graham, once close with Joe, no longer a friend",Biden,Negative
889,How Trump’s impeachment defense wantonly misled the U.S. Senate,Trump,Negative
890,The Energy 202: Big businesses face pressure to avoid investing in areas Trump wants to develop,Trump,Neutral
891,"Buttigieg, Biden, Warren and Sanders all stumped in Cedar Rapids Saturday",Buttigieg,Neutral
892,"Buttigieg, Biden, Warren and Sanders all stumped in Cedar Rapids Saturday",Sanders,Negative
893,"Buttigieg, Biden, Warren and Sanders all stumped in Cedar Rapids Saturday",Warren,Neutral
894,The Trailer: 'Beat Trump': The Democrats' closing arguments in Iowa,Trump,Negative
895,"Trump skips Miami rally, dashing hopes of Venezuelan opposition leader Guaidó",Trump,Negative
896,Bernie Sanders sparks a debate over socialism — and Trump is happy to engage,Sanders,Neutral
897,Amy Klobuchar’s political rise: The Democratic presidential candidate was kicked out of hospital after giving birth,Klobuchar,Neutral
898,Trump administration announces mandatory quarantines in response to coronavirus,Trump,Neutral
899,"Surrogates carry the bulk of the Iowa campaign for D.C.-bound senators Klobuchar, Warren and Sanders",Warren,Positive
900,Sen. Alexander’s rejection of witnesses in Trump trial leaves Democrats disappointed but hardly surprised,Trump,Negative
901,Senator Amy Klobuchar campaigns in Iowa while balancing Senate impeachment trial,Klobuchar,Positive
902,Democrats’ silver lining? Some Senate Republicans at least agree that Trump ‘did it.’ - The Washington Post,Democrats,Positive
903,"The Daily 202: Trump doesn’t necessarily think Biden is his biggest 2020 threat. At least, not anymore.",Trump,Neutral
904,"Lamar Alexander’s yes-he-did-it statement on Trump, annotated",Trump,Negative
905,The Energy 202: Trump administration considers changing way it decides how to use public lands,Trump,Neutral
906,The Finance 202: The Trump administration isn't producing the economic gains it promised,Trump,Negative
907,The Health 202: The Trump administration calls it 'Healthy Adult Opportunity.' Critics call it less Medicaid.,Trump,Neutral
908,Sen. Alexander calls Trump’s actions ‘inappropriate’ but rejects witnesses in impeachment trial,Trump,Neutral
909,Takeaways from day 2 of questions in Trump’s impeachment trial,Trump,Neutral
910,Trump impeachment trial live updates,Trump,Negative
911,Democrats' final scramble overshadowed by Trump dramas,Trump,Negative
912,The Trailer: What Republicans' attacks have added to Biden's pitch in Iowa - The Washington Post,Republicans,Neutral
913,Where the goal posts are: Trump’s legal team argues he didn’t ask for an investigation into Biden,Biden,Neutral
914,A quarter of 2016 Sanders supporters now back Elizabeth Warren,Sanders,Neutral
915,Here are the times that we know Lev Parnas interacted with President Trump,Trump,Neutral
916,The quid pro quo that Trump’s legal team hasn’t rebutted at all,Trump,Neutral
917,The Daily 202: Trump’s defense lawyers refused to answer two important questions related to the president’s intent,Trump,Neutral
918,Trump team’s brazen new defense: So what if he did it?,Trump,Negative
919,Dershowitz says that if Trump believes his reelection is in the public interest his actions aren’t impeachable,Trump,Neutral
920,Trump legal team advances blanket defense against impeachment,Trump,Neutral
921,Trump’s impeachment defense waves away his chief of staff’s admission of quid pro quo,Trump,Neutral
922,Wavering Democrats face pressure as GOP eyes bipartisan vote for Trump acquittal - The Washington Post,GOP,Positive
923,Trump’s impeachment team argues that anything he does to win reelection isn’t impeachable,Trump,Negative
924,Trump tried to appease John Bolton. It failed.,Trump,Negative
925,The Finance 202: President Trump and 2020 Democrats aren't interested in tackling a soaring budget deficit,Trump,Negative
926,"Sanders surge worries some Democrats, but they fear a push to stop him would backfire - The Washington Post",Democrats,Negative
927,Power Up: The Senate impeachment trial of President Trump is at its most crucial phase,Trump,Neutral
928,Anatomy of a ‘smear’: How John Bolton became a target of the pro-Trump Internet,Trump,Negative
929,The gaping hole in Trump’s impeachment defense,Trump,Negative
930,Which House managers and Trump lawyers spoke most during the Senate’s impeachment trial - Washington Post,Trump,Neutral
931,The Daily 202: Five reasons Trump is poised to get acquitted — but Watergate brought down Nixon,Trump,Negative
932,The Energy 202: The Trump administration is forcing these workers out West. Now they want to unionize.,Trump,Negative
933,Power Up: Republican senators divided over calling witnesses after Senate impeachment trial. - The Washington Post,Republicans,Neutral
934,Here are Trump’s lawyers in the Senate impeachment trial,Trump,Neutral
935,Supreme Court allows Trump administration to proceed with ‘wealth test’ rules for immigrants,Trump,Positive
936,"Trump?s Mideast peace plan expected to benefit Israel, offer Palestinians conditional statehood",Trump,Neutral
937,Trump’s team dismisses the case for impeachment as weak — and then sloppily attacks Joe Biden,Trump,Negative
938,Trump's impeachment lawyers on Rudy Giuliani: a 'minor player',Trump,Negative
939,Toomey proposing a ?one-for-one? witness deal in Trump impeachment after Bolton revelations,Trump,Neutral
940,Notable moments from Lev Parnas-Trump tape,Trump,Neutral
941,Fox aired only part of the House evidence for impeachment. Will that hold for Trump’s defense?,Trump,Neutral
942,The Daily 202: John Bolton’s book undercuts the Trump defense team’s claims that there are no firsthand witnesses,Trump,Negative
943,John Bolton’s bombshell gives the GOP a glimpse of its nightmare scenario - The Washington Post,GOP,Negative
944,"The Energy 202: Trump just pledged to help plant more trees. But in Alaska’s Tongass, his focus is on cutting them.",Trump,Negative
945,The Finance 202: Trump's economic approval rating hits new high in Washington Post-ABC News poll,Trump,Positive
946,The Trailer: Rivals aren't throwing a lot of roadblocks in front of Sanders,Sanders,Positive
947,Quiz: Which of these 2020 Democrats agrees with you most? - Washington Post,Democrats,Neutral
948,"Schiff ‘has not paid the price’ for impeachment, Trump says in what appears to be veiled threat",Trump,Negative
949,Four significant questions raised by the newly released recording of Trump and Lev Parnas,Trump,Negative
950,"Biden and Sanders are breaking away from the pack of candidates among Democrats nationwide, Washington Post-ABC News poll finds",Biden,Positive
951,"Biden and Sanders are breaking away from the pack of candidates among Democrats nationwide, Washington Post-ABC News poll finds",Sanders,Positive
952,Trump’s defense team to target Bidens in counterpunch to impeachment charges,Biden,Neutral
953,Trump’s defense team to target Bidens in counterpunch to impeachment charges,Trump,Neutral
954,Video shows Trump telling associates to ‘get rid of’ Ukraine ambassador Maria Yovanovitch,Trump,Negative
955,Joe Biden unspools an endless supply of ‘Bidenisms’ on the campaign trail,Biden,Negative
956,Trump campaign warns debate commission the president may not participate if process is not ‘fair’,Trump,Neutral
957,"Americans still divided on Trump’s removal from office, but a strong economy is boosting his approval rating, Post-ABC poll finds",Trump,Positive
958,Trump administration threatens funds to California over requirement that health plans cover abortion,Trump,Negative
959,The Energy 202: Trump administration scales back protections on streams and wetlands,Trump,Negative
960,The Finance 202: Wall Street shrugs off Bernie Sanders's chances to win 2020 Democratic primary. And to beat President Trump.,Sanders,Negative
961,Democrats detail abuse-of-power charge against Trump as Republicans complain of repetitive arguments,Trump,Negative
962,"Trump, Democrats keep their distance as GOP moderates face crucial impeachment votes - The Washington Post",GOP,Neutral
963,"Trump, Democrats keep their distance as GOP moderates face crucial impeachment votes",Trump,Neutral
964,Bloomberg gets under Trump?s skin as he ramps up spending on 2020 ads,Bloomberg,Positive
965,"The Daily 202: One in 3 Republicans think Trump has probably acted illegally, but most don’t want him convicted",Trump,Negative
966,Biden says he refuses to be part of impeachment witness deal,Biden,Neutral
967,"As House Democrats lay out their case for impeachment, Trump’s campaign and White House offer a different narrative",Trump,Neutral
968,"After Republican senators block new impeachment evidence, Trump boasts about what he’s withholding",Trump,Negative
969,House to vote Wednesday to send impeachment articles against Trump to the Senate,Trump,Negative
