sentiment,headline,words
neutral,The deliveries started in April 2006 and will be completed in 2007 .,13
neutral,The desk will reach its full planned strength of ten persons in autumn 2007 .,15
neutral,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",19
neutral,"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. .",42
positive,The effect of the savings will be noticeable as of the beginning of 2010 .,15
neutral,The effect of the savings will be noticeable from the beginning of 2010 .,14
neutral,"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas .",23
neutral,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,14
neutral,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,25
neutral,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,16
neutral,"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .",33
neutral,The first of the two project phases is expected to be completed by the end of 2012 .,18
neutral,"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 .",23
neutral,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",35
neutral,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",35
neutral,"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .",26
neutral,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",20
neutral,"The important thing now is to keep the bank 's existing 15,000 customers .",14
neutral,"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",39
neutral,The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,20
neutral,The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,28
neutral,The Kyroskoski investment is to be completed in late 2011 and the +_+�nekoski investment in the spring of 2012 .,20
neutral,"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",34
neutral,"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",33
neutral,"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",44
neutral,"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",15
neutral,"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",21
neutral,The new B shares carry the right to dividend and other shareholder rights with effect from today .,18
neutral,The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,17
neutral,The office space will rise above the remodeled Cannon Street underground station .,13
neutral,"The official opening of the office , located in Prague , will be celebrated on May 20 .",18
neutral,The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .,31
neutral,"The operator is one of 6 operators to have been granted a WiMAX license in Taiwan , and hopes to be the first to launch commercial services in early 2009 .",31
neutral,"The opportunity will be available only for few employees , however .",12
neutral,"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .",30
neutral,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,18
neutral,The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,18
neutral,"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",52
positive,The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,19
neutral,The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,15
neutral,"The program included operational improvements and reductions in personnel , mainly in the Netherlands .",15
neutral,The project is expected to be completed in 2009 .,10
neutral,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",24
neutral,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",24
neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",51
neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",51
neutral,"The Russian government will contribute 20 % of the necessary funds , he said .",15
neutral,"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",30
neutral,"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",35
neutral,The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,23
neutral,The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .,26
neutral,The share of the share capital of both above mentioned shareholders remains below 5 % .,16
neutral,The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,21
neutral,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",27
neutral,The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,17
positive,The shopping center will have a prime location right next to the Myllypuro metro station .,16
positive,The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,20
neutral,"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .",24
neutral,The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,27
neutral,"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",20
neutral,"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",24
neutral,The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,20
neutral,The trade is in accordance with the agreement announced on 26 March 2008 .,14
positive,The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,16
neutral,The transaction is expected to be completed next spring .,10
neutral,The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .,20
neutral,The veneer and plywood industry in Sweden is quite small despite the raw material resources .,16
neutral,The writing and publication of Lemmink+�inen -� s history is a continuation of earlier collaboration between Antti Tuuri and the company .,22
neutral,"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",44
neutral,"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",34
neutral,This beauty is an updated version of her chichi loop shade launched in 2001 .,15
positive,Through this transaction we are able to participate in developing the industry .,13
neutral,"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .",19
neutral,"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",20
neutral,Tracker G400 is a GPS collar for hunting dogs allowing to monitor the dog 's position and movements with a map application for mobile phones .,26
neutral,Ulefos Group is the leading supplier of manhole covers in the Nordic countries .,14
positive,"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever .",30
positive,UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,26
neutral,Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .,27
neutral,Uponor maintains its full-year guidance for 2010 .,8
neutral,"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",19
neutral,"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",35
neutral,We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,18
positive,"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .",17
neutral,Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,19
neutral,What would you like to see changed on Nokia 's next attempt ?,13
neutral,"When completed , the 120-meter Watchtower will be the highest building in Ireland .",14
neutral,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",19
neutral,"With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice .",25
neutral,"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",26
neutral,You are warmly welcome !,5
neutral,Approval by shareholders of Cencorp in accordance with Finnish law .,11
neutral,"Tikkurila has an interesting growth strategy , which we support .",11
neutral,ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,31
positive,"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",46
neutral,` The investment in Matka-Vekka has been reasonable for investors in CapMan funds . ',15
neutral,"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia .",42
neutral,"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",43
positive,`` I warmly welcome Michael Frei to Outotec .,9
neutral,`` Nokia is just interested in bring Nokia to the market . '',13
neutral,`` Our aim is to understand different traffic patterns based on the use of each building .,17
neutral,`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,23
neutral,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,13
neutral,`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',19
neutral,`` Small well targeted acquisitions have played an important role in executing Satama 's strategy in the past couple of years .,22
neutral,`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,23
positive,"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",26
neutral,"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said .",35
positive,`` The CHF is a great product .,8
neutral,`` The flex is a small price to pay for happy lenders . '',14
neutral,"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",37
positive,"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",38
neutral,"`` Tom Doring has a long and successful career in the drives business , and he knows the American market .",21
positive,"`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .",28
neutral,`` With this new version it is very important for us to introduce a BIM process that is based on the detailed building information model .,26
neutral,18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,21
neutral,"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership .",22
neutral,6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,35
neutral,A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,12
neutral,"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .",25
positive,A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .,22
neutral,A PLUMBING business has announced it is sponsoring a professional darts player .,13
positive,A realignment of interests in the sector is clearly under way .,12
neutral,"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",21
neutral,Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .,19
positive,"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",25
neutral,"After piloting , the instrument will be further developed according to the experiences gained .",15
neutral,"And when it has lifted the veil on the various types of customer for which it designs its phones , the result is social stereotyping taken to a fine art .",31
neutral,Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,21
neutral,As an overall effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .,24
neutral,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,13
positive,"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",30
neutral,"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",26
neutral,"Back then , Tikkurila 's former owner , Finnish chemicals company Kemira Oyj HEL : KRA1V , distributed an 86 % stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila .",34
neutral,"Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location .",20
neutral,BG Crane has a strong customer base in the on-road load handling and related installation and service businesses .,19
neutral,Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,17
neutral,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,17
neutral,"Cathay Forest 's strategy is to develop sustainable , regenerative forest assets .",13
neutral,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,27
neutral,"Chargers manufactured under the new platform are suitable for mobile phones , navigators , digital cameras , Bluetooth head sets , media players and other electronic devices .",28
positive,"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .",30
neutral,"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",32
neutral,Customers in a wide range of industries use our stainless steel and services worldwide .,15
neutral,Delivery will start immediately in June 2008 and will be completed in 2008 .,14
neutral,"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",27
neutral,Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,30
neutral,Elisa will expand the use of this technology provided the pilot proves successful .,14
neutral,"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",19
neutral,Europe needs 17 new large paper machines .,8
neutral,Exel wants to serve its industrial customers with individual products .,11
neutral,"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",39
neutral,"Finnish diversified holding company Aspo Oyj said on September 8 , 2008 that it will sell the Finnish tape business of its Kaukomarkkinat unit to local Oy Telpak Ab .",30
positive,"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",38
negative,"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",52
neutral,"Following the impact , the Altima hit a utility pole , causing a live electric line to fall onto the roadway .",22
neutral,From Merisatama to the far corners of the world Asfaltti Osakeyhti+� Lemmink+�inen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,31
neutral,"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",27
neutral,"Further concrete cooperation is also carried out through various projects , doctoral theses and diploma dissertations .",17
neutral,"Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",27
positive,"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",17
neutral,He is resting comfortably and is looking forward to getting back to work . '',15
neutral,"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",25
neutral,"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",18
neutral,"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",38
neutral,"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services .",27
neutral,"In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance .",26
neutral,"In Finland , the corresponding service is Alma Media 's Etuovi.com , Finland 's most popular and best known nationwide online service for home and property sales .",28
neutral,"In Penttil+� 's vision , the most important reason for the transaction is Russia .",15
positive,"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",19
neutral,"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",24
neutral,"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .",21
neutral,"In the next few years , the ICT sector 's share of electricity consumption will be raised by the increase in the popularity of smartphones .",26
neutral,"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",31
neutral,It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,19
positive,"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",20
neutral,It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,24
neutral,"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",36
neutral,"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",30
neutral,"It makes a wide range of mobile devices with services and software that enable people to experience music , navigation , video , television , imaging , games and business mobility .",32
neutral,It offers advanced machinery maintenance and process development services to the pulp and paper industry in Northern China .,19
neutral,"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",16
neutral,"It s an area that is highly valued , because most of the land there has already been built on .",21
positive,"Kaido Kaare , general director for Atria Eesti , says the company 's investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years .",35
neutral,"Kaukopartio Oy has acquired specialized knowledge in Far Eastern operations , and industrial sourcing services are their core competence .",20
neutral,Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,17
neutral,"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",24
neutral,"LONDON ICIS -- Tikkurila has completed the sale of its powder coatings business to Finnish industrial coatings firm Teknos Group , the Finland-based decorative paints company said on Wednesday .",30
neutral,The fine print is here .,6
neutral,M. and a Master of Business Administration MBA .,9
neutral,Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .,25
neutral,More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,24
neutral,Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,23
neutral,NetCom expects to complete Turbo 3G deployment in these areas this year .,13
neutral,"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",33
neutral,"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",28
positive,"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",22
neutral,Nokian Tyres ' tyres are considered genuine winter tyres in Russia .,12
neutral,"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",31
negative,"On the other hand , Finnish sawmills ' production has decreased even more .",14
positive,"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .",23
neutral,"One of the opportunities would be to bring all Baltic meat processing to Rakvere , like processing was concentrated at the Vantaa meat-packing unit in Finland , the paper wrote .",31
neutral,"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",26
neutral,"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",28
neutral,"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",32
neutral,Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,13
neutral,Pharmaceuticals - Belgium This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Belgium .,25
neutral,Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,27
neutral,Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,25
neutral,Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,25
neutral,Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,25
neutral,Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,25
neutral,"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",28
neutral,"Pulkovo park will be ready in 2016 , its first stage of 23,000 sq. m. will be finished in the first quarter of 2010 .",25
neutral,Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,17
neutral,"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",28
neutral,"Remote Phone Management demonstrates SysOpen Digia 's unique end-to-end offering for operators , handset manufacturers and enterprise customers .",19
positive,"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",32
neutral,"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",17
neutral,RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,22
neutral,Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,21
neutral,Ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions .,20
neutral,s already good position in the technical building services market in Ostrobothnia .,13
neutral,"S Group 's loyal customer magazine Yhteishyv+� came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",26
neutral,"SCOPI Chief Business Excellence Officer , Eng .",8
neutral,"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",24
neutral,"Stora Enso Oyj said Friday it will sell its North American unit to NewPage , in a deal valued at euro1 .82 billion US$ 2.52 million .",27
neutral,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',18
neutral,"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",38
neutral,"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",16
neutral,"Tekla 's software solutions make customers ' core processes more effective in building and construction , energy distribution , infrastructure management and water supply .",25
positive,Tekla will implement the renewal in software versions which will be introduced in spring 2011 .,16
neutral,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",34
positive,The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,17
neutral,The aim is to develop open-source application solutions .,9
neutral,"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",23
neutral,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",48
positive,The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,20
neutral,"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",33
neutral,The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .,18
neutral,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",22
neutral,"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",52
neutral,"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",32
neutral,"The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding .",26
neutral,The company had hoped the new plant would be on stream by the end of 2008 .,17
neutral,"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",38
neutral,The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,21
positive,The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .,21
neutral,"The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .",46
neutral,"The company said production volumes so far indicate the circuit is capable of the targeted output rate of 60,000 tonnes per day , or 22 million tonnes a year .",30
neutral,"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",45
neutral,"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",34
neutral,"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",21
neutral,"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",33
neutral,"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .",20
neutral,The corrected chapter is in its entirety below .,9
neutral,"The deal , already approved by shareholders , will be carried out in the first half of 2011 .",19
positive,The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,17
neutral,The deal was worth about EUR 1.2 mn .,9
neutral,"The device offers multimedia performance along with a host of productivity applications , including live stock prices .",18
neutral,The event can also be viewed as a live audio webcast at www.ahlstrom.com .,14
neutral,The event can also be viewed as a live webcast at www.cargotec.com .,13
neutral,The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .,22
neutral,The GeoSolutions team further provides an intriguing new technology combining GPS and Mobile-based technologies together with Internet-based social networking .,20
neutral,The investment will be worth approximately EUR 100mn .,9
neutral,The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,18
neutral,"The most important export markets are Norway , Germany , Russia and France .",14
positive,"The most loyal customers were found in the Bank of +_land , with an index of 8.0 .",18
neutral,"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",48
neutral,"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",20
neutral,The number of customers is one of the most important parameters in determining the price of electricity networks .,19
neutral,The order was valued at over EUR15m .,8
neutral,The order was valued at USD12 .2 m.,8
neutral,The order was worth EUR 8mn .,7
neutral,The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .,27
